・このSSは,静・ジョースターの奇妙な日常
静,案外みみっちいわねーッアンタって……
仗助,？
承太郎,……来たか
康一,も、もしかして……？
シーラE,ノックして、もしもぉーし
フーゴ,申し訳ありません、遅くなりました。……初めての土地で、少し戸惑いまして
シーラE,ド田舎だから迷ったって素直に言いなさいよ、フーゴ。ここも中々にシンキ臭い部屋ね……どうにも苦手だわ、こういう場所って
仗助,な、何だァ～～？テメェーら？外人かよ？
露伴,承太郎さん、彼らは……？
承太郎,ああ。DIOの息子についての情報を持っている者だ。スピードワゴン財団を通じて知り合った……
フーゴ,空条博士、もうそのウソはいいでしょう。抜き差しならない状態にある今は、余計なしがらみを忘れて協力するべきです
承太郎,……
シーラE,あたし達は、スピードワゴン財団と友好な関係を結んでいる、イタリアのギャング……パッショーネのメンバーよ
仗助,ギャ…………今何つった？ギャング？おれの聞き間違い？ギャグメンバーって言ったのか？
露伴,いや、彼女は今……ギャングと言ったよ
仗助,マ……マジかよォ～～……実在するんスかァ？そんなの？
シーラE,あんた達にわかりやすく言うなら、ヤクザとでも言えばいいのかしらね？ともかく、あたし達はギャグでもウケ狙いでもなく、マジにギャングっていう職業やってる
康一,そ、そんな……世界でも有数の総合研究機関である、スピードワゴン財団が……ギャングと手を……？
フーゴ,確かに、その事が世界に知れ渡ると大変な事になるでしょう。だから空条博士は、その事をずっと隠していました
シーラE,けど今はそんな事を気にしている場合じゃあない。あたし達の国で見つかった柱の男が作り出した石仮面を……あたし達の国の人間が発掘して、世界へと流れさせた。その事についてジョルノ様は、大変心を痛めている。……この町に生まれた吸血鬼は、あたし達イタリア人の責任でもあるわ
康一,ジョ……ジョルノ？
シーラE,ああ、あなたがコーイチさんね？ジョルノ様から聞いた。会いたがっていたわよ……今ジョルノ様は組織のトップだから、会うことは出来ないけど。……あたし達に、しっかりと力になってやって欲しいと申されてたわ。ヨロシクね……あたしはシーラE。こっちの仏頂ヅラはフーゴよ
フーゴ,……よろしくお願いします
康一,ジョルノ・ジョバァーナ……彼の組織ということは、えっと、もしかして……？
承太郎,ああ、彼らもスタンド使いだ
シーラE,しかも中々に強力な、ね。……あたしの能力は追跡に向いているし、フーゴは吸血鬼すら殺せるかもしれないくらいにどう猛な能力よ。今回の吸血鬼退治にも、きっと役に立つわ
仗助,吸血鬼退治って……有栖川メイを倒すつもりかよ？アンタら
フーゴ,ジョジョはそれをお望みです。我らの国の者が仕出かしたことは、我らの国の者が始末をつける……！
シーラE,しばらくこの国に滞在して、あんた達のお手伝いと、吸血鬼の始末を行うわ。長い付き合いにならないことを祈るけどね……
露伴,マジモンのギャングが味方とはね……中々心強いんじゃあないのかい？
フーゴ,……では、早速……パッショーネが集めた全ての情報をお伝えします。弓と矢についてと、DIOの息子……チェスタ・テスタロッサという男について
シーラE,っとと、その前に……えーっと、あんたが東方仗助？
仗助,はあ、おれっスけど……？
シーラE,ああ、やっぱり。聞いてた通りの顔と髪型だわ…・…少しジョルノ様にも似てるかもね。まあジョルノ様のほうが何倍もステキだけど。……はい、ジョルノ様からのプレゼントよ
仗助,……アタッシュケース……っすか？
シーラE,死なないように冷やして持ってくるの、結構大変だったんだから……
仗助,……な、何だァ～～ッ？その……ピンク色の気持ち悪いモンはよーッ？動いてるぜ……オゲーッ
シーラE,ジョルノ様があんたのカルテを見て作った、あんたの部品よ
仗助,ぶ……部品ン～～？ロボットかよッおれはッ！？
承太郎,……生命を創りだす能力か。……怪我をして無くした身体のパーツも創りだすことが出来るとは……
シーラE,さ。さっさと服脱いで
仗助,はあッ！？
シーラE,服脱いで包帯取りなさい。あたしが埋め込んであげるわよ
仗助,ちょっ……ちょっと待てッ！その肉片をおれの傷口に入れんのかよッ！？そんな意味わかんねーモンを？正気か～～テメーッ！？
シーラE,グダグダ言ってんじゃあないわよ。ジョルノ様の能力を受けられるなんてスゴク喜ばしいことなのよ？脱がないならあたしが脱がすわよ？
仗助,ぬがッ……お前ッそれはちょっと……絵面的にヤベェーだろーがよ～～ッ？
シーラE,ああもう、面倒くさい男ねーッ！ちょっとは覚悟を決めやがれッ！
仗助,ちょ！お前……待てッ！心の準備が……。イヤァァ～～ッ！！
シーラE,何これ？包帯グルグル巻きじゃあないの……大げさすぎるわよ。剥ぎ取り辛いわね……
フーゴ,彼は重症なんだ。すこしはやさしく……
シーラE,うっせーわよッ
仗助,ギャアーッ！イデデッ！やめてッもっと優しくしてッ！
シーラE,男がなっさけない声を出すなーッ。まだ半分しか剥がれてないわよ
仗助,アダダッ！ホントにやめてッ！もっとやさしく！そこはダメ！ダメッ！ダメッ！ダメッ！ああ！やさしくして、やさしく！うあああダメ、もうだめ～～ッ！
康一,……女性に服を脱がされて悶える仗助くん……なかなか見れるもんじゃあないですね
露伴,ああ……全く見たくはないけどね
フーゴ,では、こちらは話を続けましょうか
康一,……ほっといていいんですか？
フーゴ,大丈夫……問題はありません。埋め込んでしまえば痛みもせずに治癒するでしょう
露伴,フーン……面白い能力もあるもんだな
仗助,おおうッ？オッオッオッ……こ、これは……この能力は……ふおお、ぐ……グレートだぜ～～……うおお……
承太郎,……フーゴ、さっさと話してくれ。仗助の悶える声なんざ聞きたくねーんでな
フーゴ,ええ、わかりました……それでは
康一,……それにしても。……遅すぎないかなぁ……静ちゃん……仗助くんじゃあないけれど、ちょっぴり心配だよォ～～……
静,フィ～～……やっと病院が見えてきたわ
双馬,汗をかかないように冷房の効いた場所を選んで、回り道して……ずいぶんと長くなったな
静,もう少しよ……もう少しで病院に入れる。だから、こういう時こそ慎重にしかないとね～～ッ。あせって走ったりしたらお終いよ。ゆっくりと行くわよ。……ちょっとそこのビルに入ろう。ちょっとでも涼しんでから……病院に入るわよッ。フー……ああ、ここのビルも奥に出口があるのね
双馬,そちらに抜けたほうがいいだろうな。しかし、ひと気の無いビルだ
静,今昼間だし、上でお仕事中なんじゃあないの～～ッ？あたしには何の関係もない話だけどーッ
双馬,……そういえば静、君……学校はどうした？
静,……そういうアンタは？
双馬,……いいんだよ、僕は。……素行が良いからね。成績もいいし
静,答えになってないっての
双馬,つまりだ、君が学校をフケるのと、僕がフケるのとでは大きな違いがあるって事だ
静,あたしは一応、貧血でフラフラするから病院に行くって言ってんのよ。ダマってフケた訳じゃあないわ。アンタと一緒にしないでよねーッ
双馬,……フン。面白くないやつだ。学校をサボる事も出来ないのかい？小心者だな～～
静,アンタってたまーに子供っぽいわよねーッ……そういう対抗心燃やすとことかさーッ
双馬,何だと？
静,何よ？
？,あのォ～～……
双馬,……
静,……何よ？アンタ……
？,いえね、一つ訪ねたいことがあるんですよ。そこのお嬢さんに……一つね、簡単なことを……
静,……
？,お嬢さん……俺の顔を知ってますかねェェ～～？……何処だか知らないけど……お会いしたこと、ありませんでしたかねェェ～～……？知らないのなら、いいんですけどォ……
双馬,……
静,……知らないわ。何？オッサン……何の用なの？
？,知らない？本当に？最近どっかで会わなかった？ホントーに……つい最近……なんですけどォ……？
静,だから知らないわよ……気持ち悪いわね。用が無いんならどっか行ってよ。ケーサツ呼ぶわよ
？,知らないのかァ～～……俺はよーく知ってるのにさ……アンタの汗のニオイとか……本当によく知っている。ああ、そりゃあ本当に……
静,…………
？,殺したいほど本当に……よく知ってんのによォォ～～～～ッッ！！
双馬,静ッ！そこの男銃を持っているぞ――ッ！！
静,はあッ！？
双馬,バカなッ！？静！！
静,い……ッいや！やられてないわ！ギリギリで避けることが出来たッ……。……コンビニ袋は破れちゃったけどね。けど無事よ。あたしはすごく無事……だけどすっごくビビったのは事実ッ！何なのよーッアンタ！
オッサン,……
静,いきなりこの日本で銃ブッ放すなんてよーッ！！正気かァ～～ッ！？
オッサン,……エッシャーの絵をよ～～……買ったと思ったんだよなァァ～～……
静,？……は？
オッサン,エッシャーのだまし絵にソックリだったからよ～～ちょいと高かったけど、勢いで買ったんだよ。額縁に飾ってよ～～あの頃はカネもあったし、まあ少しオシャレしたい年頃だったんだよなァァ～～……だまし絵って結構好きだったからよ～～……買えてラッキィ～～とか思ってた……
双馬,……何だ、コイツ……？
オッサン,それがよォ～～……実はこの絵……何の価値もないことがわかってよォォ～～。……良い事ねェーよなァ～～……つい最近会社クビにもなるわ……カネも無くなるわ、女房もガキ連れて逃げちまうわ……全く良い事ねえ。つい……出来心でやった痴漢も……貧相なガキにバレちまうしよォォ～～～～……
静,……あ、アンタ……もしかして……
オッサン,だけど……全く良い事ねえと思ったけど……良い事2つあったぜェェ～～。……一つは……痴漢で捕まる寸前に……変な矢をもったサカナに刺されて……超能力に目覚めたって事。もう一つは……。エッシャーの銃の絵が……本物の銃に変わったって事だよォォ――ッ！！
双馬,うおおっ！？
静,こ……こいつ！電車でチカンしてたオッサンか――ッ！！こいつがあのスタンドの本体だったのねーッ！！。本体が出てきたとは好都合よッ！ここでブッ倒すッ！ワイルド――
オッサン,おっと待てェ――ッ！女ァ～～テメーッ動くんじゃあねーぞッ！テメーは今ッ！詰みチェックメイト
静,はァッ？
オッサン,お前……今、銃を突き付けられて……実際に撃たれて……ビビったよなぁ？タマキン縮みあがったろ？んなモンついてねェ～～けどよ～～……
静,……
オッサン,確かに当たらなかったけどよ～～……ホラ！銃なんか当たったら大変だし、大きい音するし、ビックリしたよなあ？今……暑くはねーけどよォォ～～……かいたんじゃあないのかい？
静,……！
オッサン,冷や汗をよォォ～～～～～～ッッ！！
静,！……ワイルド・ハニィィィィィ――ッ！！！。がッ……！！
双馬,静ァ――ッ！！
オッサン,ギヒヒヒヒヒヒヒヒヒヒ！！イイねェ～～俺をバカにしたクソ女が、俺の能力によって死んでいくのを見るのはッ！！
双馬,くッ……
オッサン,おっと！動くんじゃあねーッ色男ッ！！コイツが見えねーのか？頭をザクロみてーにふっ飛ばしてやってもいいんだぞ？
双馬,ぐうッ……静ッ……
静,ぐぶッ！！そ、双馬……！
双馬,静ッ！水だ！！水をかぶるんだァ――ッ！！
静,だ……ダメ、よ……こいつは……この男は、一発目の弾丸を……あたしのコンビニ袋に当てるのを目的としていたの。あそこには……水が入ってる。今……何も持ってないあたしには……正直……。……手詰まりよ
双馬,何だとォォ～～ッ！！
静,ぐ、う……
オッサン,グヒ！グヒ！グヒヒヒ！！やった！やってやったぞ！！俺は！俺をバカにした女をぶっ殺すことで！！俺は社会に復讐するんだッ！！この女は、俺の決別した社会の線だッ！！喰らえッ！どうだッ！？そして死ねェッ！！ガハハハ！！トドメだッ……
静,げふっ……あ、アン、タ……は……！。アンタは次に頸動脈カッ切ってやるぜという
オッサン,頸動脈カッ切ってやるぜェェェェェェ――ッ！！。……はッ！？。！？な……何ッ……？
静,……フーッ……
オッサン,何で……室内なのに雨が降ってんだッ！？
静,雨？……違うわよ。アンタ、この手に引っかかるのは二回目よ。あたしが何も持ってないと思って油断したんでしょう？あたしのスタンドはワイルド・ハニー……物を透明にする能力を持っている……
オッサン,……！？
静,双馬から借りっぱなしだったライターを、透明にしてワイルド・ハニーに持たせてた。……動作するのが遅くてちょっぴりヒヤヒヤしたけど、しっかり動いてよかったわ。……スプリンクラーがね！！
オッサン,ス……スプリンクラーだとォォォォ！？
静,いくわよ……覚悟は出来てんでしょうね？あたしに攻撃するなんてさ～～ッ。それに……アンタ、警察に連れてかれたんじゃあなかったの？どーせ銃で脅したりして逃げ出したんでしょう？それらの罪についても……しっかり裁かれないとね……
オッサン,ぐ……う、ううう……まだだ、まだ終わっちゃあいねえ……。まだ俺には銃がある……こいつで、お前を……こっ、こっ……殺せば……！！。眉間に食らってくたばりやがれェェェェェェェ！！！
静,……
オッサン,…………は？何で……。何で……俺は、銃じゃあなく……本を持ってるんだ……？。！？
双馬,ペーパー・バック・ライター……銃を本に変えてやった。記憶を読むための能力だが……こういう使い方も悪くないね
オッサン,なッ……何だってェェェェェェェェ！！！！？？
静,あたしのスタンドよ――ッ！！
オッサン,ぶげぇぇぇぇ――――ッッ！！？？。へ、へぐう……
静,……ふう
双馬,……
静,あたしは兄さんのお見舞いに行かないといけないの。それじゃあ……。勝ったのはあたしよ。あ……もう一度、たっぷり言わせてもらうわね。勝ったのは……。あたしよ！。たっぷり！
双馬,……厄介なスタンドだったが……やれやれ、一番やっかいなのは……どうやら君のようだな
静,フフン♪
本体―チカンのオッサン,不二屋羅亭48歳
追尾固定,ロックオン
電車で席を譲ったら,私はまだそんな年じゃあないわよーッ、フンッ！
