・このSSは,静・ジョースターの奇妙な日常
純,もしかしてアンタ、この爆発に巻き込まれてたの！？ヤバいじゃん……道路すっげェーめくれてんのよ。噴火した後みてぇーに。アスファルトの破片が近くの家に突き刺さってるしさ。今もこの野次馬の群れだし……
静,爆発？……あー、なんかそんなのあった気が……
純,ガス爆発だって。10数年前にも同じような事故が近くであったらしくってさ……もう怖いわよね本当
静,ガス爆発？……けど、あたしが見たのは……？
純,とにかく学校……いや病院？保険医にこの怪我は無理よね、マジで
静,あ、出来たらあたしん家がいいんだけど。兄さん帰ってると思うし……
純,あーはいはいはいはい。わかったわよ。……おんぶ？抱っこ？お姫様抱っこは金取るわよ。追加料金
静,肩貸してくれるだけでいいわよ……ゴメンね、迷惑かけるわ
純,もう今更よ、そんなの……。……そういやアンタ、背後霊は？
静,……あー……
純,？
静,フッてやったわ。しっかりと、ね
純,……良い女になるわよ、アンタ……
静,フフ……。……あれ？なーんか忘れてるような……気のせいかな？
双馬,……遅い……静のやつ、駅前で待ち合わせといっておいて何時間待たせるつもりだ……クソ……
本体―鳩無レイ,享年16歳
静,ぼくは未来人
