・このSSは,静・ジョースターの奇妙な日常
億泰,几帳面なヤローだな。兄貴かよッオメー
静,兄さん、康一さん、早人先生に裕也さーん。カレー出来たよー。静ちゃん特製のねッ！
仗助,んんー……？……スピー……ZZZ……
静,兄さんッ！起きろコラーカレー食わせねえぞッ！。後は、純が……あれ、純は？
純,しッ……静！静ァっ！
静,おっ？何よ純。息切らせて走ってきて……どこ行ってたの？
純,あのね、暇だったから早人先生と湖行ってたんだけど……ホラ！。魚！釣れちゃった！！
静,うおおおおおおおああああああああああああああ！！！。純ーッ！んなモンいきなり突きつけないでよッ！グロ注意ッ！グロ注意ッ！魚がいるぞォ！
那由他,わあ、すごいですッ！バケツいっぱいに魚が！
純,早人先生も結構釣り上手でさ。教えてもらったんだけど、あたしも半分くらいは！
双馬,……ていうか、純……楽しんでるな、アウトドア
純,ま、まあ……なんていうか、悪くないっつうかさ……うふふ♪
億泰,ほーう、やるじゃあねえか。早人もグッタリしてるだけじゃあなかったんだなー
早人,ハハ、どうも。といっても、ぼくも初心者なんですけどね……
億泰,こいつらは夜に焼いて食うか
静,えェ！？あたし食わないわよッ！？絶対ヤだもんねーッ！
純,美味いのこれ？なんか臭そうだけど
億泰,キチンと調理して香草で臭み消せば大丈夫だろッ！腕が鳴るぜェ～～ッ
静,やだ、やだ、やだ！ぜぇーッたいヤダッ！あたし食わないって魚なんて！確かに前食ったサバは、その、ちょっとは美味かったけど……コレはもうダメ。生理的にムリ！
純,じゃあ～～私が食うからお前は食うなッ！美味くってもやらねーぞーッ！
静,美味い訳ねーっての、もう見た目からしてダメだもん。魚とか……クソ、次チェスタって奴に会ったらボコボコにブチのめしてやるッ！
億泰,誰に当たってんだよオメーは……
康一,静ちゃん、ごはんはこのくらいでいい？
静,あ、康一さん。あたしがみんなのお皿にご飯入れるわよ
噴上,ほおー、美味そうなニオイだぜ。クンクン…………ちょっと焦げたニオイがキツいが
静,裕也さん、知らないの？ごはんっておこげが美味しいのよ？裕也さんのにはたっぷり入れてあげるわね
噴上,あ、ああ。ありが……うっ！
仗助,へえ、静が炊いたのかよォー。なかなか良い出来じゃあねえか
静,当然でしょー？ハイ兄さんの
仗助,ありがとよ～～ッ
噴上,……なあ、仗助……お前のクレイジー・ダイヤモンドって、腹痛とかにも効くのか？
仗助,？……外傷じゃあねえから、微妙だな……どうした？
噴上,い、いや……
早人,テーブル、この位置でいいです？
億泰,いや、もーう少し康一の方が奥だな。グラついてるぜ
康一,こっち？よっ……と
仗助,億泰、スプーンどこだ？このカバンか？
億泰,そっちの布のカバンの方だぜ。飲み物の担当は早人だったか？
早人,ああハイ。持ってきてますよ。クーラーバッグに入れてます
噴上,よーし子供たちィー。何が飲みたい？裕也お兄さんが入れてやるぜーッ
静,あたしコーラ
双馬,……水ありますか？
那由他,日本茶でお願いします！
純,オレンジジュース無いの？それかスプライト
噴上,バラバラじゃあねーか
仗助,……よーし、それじゃあ……カレーを作ってくれた子供たちに感謝を込めて！
静,……ん！うまーい！……けど、ちょっと甘い？
双馬,甘口だよ。那由他ちゃんがいるからな……タバスコでもかけてろ
仗助,うん、美味えじゃあねえか。ジャガイモもホックホクでいい火の通り具合だぜ
億泰,それなんだがよーッ、双馬の野郎スゲーっ料理上手でよーッ！こりゃあ修行すれば良い料理人になるぜーッ！
双馬,……自炊してるってだけですよ
億泰,どうだ？おれの下で修行とかよ？
那由他,ええ！？お兄さまが、うちで修行っ？キャーッ！♡
純,あ、いいじゃん双馬。ブアイソーなアンタもちょっとはマシになるんじゃあねえのーッ？アハハハハハハ
双馬,遠慮しておきます
早人,本当、よく出来てるね……ぼくはあまり料理しないからさ。こんなすごいのを外で作るなんて、信じられないよ
康一,……けど、少ぉし……ちょっぴりごはんが固いかな？
静,あ、アハハハハハハ！あたしって固いごはんの方が好きだからさーッ……アハ、アハハ……
純,静、コメがマズイ
静,ハッキリ言うんじゃあねーわよッコラア！これでも頑張ったのよ？アンタはコメ炊く事すら出来ないじゃあないのよーッ！！
双馬,うるさいぞ、静……食えないほどじゃあないよ、このごはんは
静,それフォローなってないでしょ、双馬……
噴上,…………
仗助,？……どうかしたか、裕也？小刻みに震えてるけどよーッ？
噴上,……ぐ……。グベッ！！
仗助,ゆッ！……裕也ァ――ッ！！？
早人,なッ……え？
億泰,ど、どういう事だッオイィッ！？
仗助,わ、わからねえッ！いきなり裕也が倒れてッ……新手のスタンド攻撃っすかッコラアッ！？
康一,仗助くんッ！早く治してあげてッ！
仗助,もうやってるぜーッ！けど目が覚めねえッ！何が起こってるんだァ――ッ！？
噴上,……く、くさい……コゲ臭いぜ、これ……ゴフッ
仗助,……え？
純,……静？
静,……ピ、ピュルル～ルル～♪
双馬,……口笛ふいてる場合か、お前……
静,……
那由他,……
静,……ご、ごめんなさい……？
双馬,……ハァ……
静,ねえ……兄さん。行ってもいいかな……？
仗助,うん？
静,探検……
仗助,……
静,……
仗助,ああ、いいぜ……気をつけろよ。くれぐれも怪我とかしねえようにな
億泰,那由他ァ～～。クマに注意！だぜ。出会ったら死んだフリしろよ
静・那由他,はぁーい
静,よーし、行くわよ杜王町探検隊ッ！あたしについて来ーいッ！
純,どこ行く気よ。このあたり何もねーわよ？
静,バカね純。山があるじゃあないの。山ァーッ。山があれば何でもあるようなモンよ？
双馬,……何を言ってるんだお前は
仗助,……さて、子供連中は行っちまったし……どうするかな～～、おれらはよッ
噴上,ノンビリするのもいいが……せっかくだしな。何かするか
早人,あ、一応色々持ってきてますよ？ボールバドミントンスポーツカイトブーメラン……
億泰,早人オメー、やたらと荷物多いと思ったらよ……こんなにオモチャ持って来てたのか
早人,アハハ……生徒と遊んだら楽しいかなって思って、買っちゃったんですよ。フリスビーとかどうです？
仗助,おっ、いいじゃあねーか。こんなのガキん時以来だな～～ッ
康一,そうだ。フリスビーにエコーズACT2の尻尾文字をつけたらさ、面白いんじゃあない？
仗助,……取りそこねたらシャレになんねーから、やめとこうぜ……
億泰,っしゃあ！行くぜェーッ仗助ッ！！
仗助,えっ？。うおおおおおおお！？
億泰,ナイスキャッチ！やるじゃあねえか仗助ェ～～ッ
仗助,ッメー何不意打ちで全力で投げてんだコラアッ！！おれじゃあなかったら死んでる所だぜッ！！！
噴上,大丈夫だ、全力で投げて遠くにいっちまっても、おれの鼻ならフリスビーを追跡出来る
仗助,そういう事じゃあねーッ！！！
早人,あの、ぼく見学してていいですか……？
康一,そうだね……早人くん、一緒に違うゲームしようっか？
静,よーしッ、全員いるわね？番号ッ！いーちッ！
那由他,……に、2？
双馬,…………サン
純,……………………よん
静,良しベネ
双馬,……遊びにそこまで全力出さないといけないのか
静,当然。遊びだからってさあ～～～～気をユルめてボサッとしてっと死ぬわよ？アンタ知ってんの？子供がキャンプ中事故死するってニュース。川とかで溺れてさァ～～。……だからあたしは水には近寄らねーッ
純,……まあ、小さい子供もいるしね……注意しとくに越したことはないわ
静,という訳で……隊長であるこの静ちゃんに、ついてきなさーい
純,……待ちなさい、静
那由他,！
双馬,……
静,……どうかした？純？
純,……。……どォーッでもいい事なんだけど……それでも大切な事よ……
静,……？
純,……貴女が隊長……隊長ですってェ……？リーダーって事？トップって事ォ？……私を差し置いて？。そいつはメチャゆるせんよなああああ。取り消せ静ッ！テメーが私より上！っつーのが気に入らねーッ！！
双馬,……子供か
純,うっせえぞッ双馬ッ！どーでもいいけどコイツが上に立つのが腹立つんだッ！リーダー？笑わせんじゃあねーわよーッ。プッ！
静,オーケーオーケー、よくわかった……なんだかんだで前戦った時は、一勝一敗みたいなモンだったしね……
純,あーあそうよッ。最終的には私が負けたが、その前には私が勝ってた！
静,そうね……あたしもあの負けは結構キたわ。今はもういいんだけど、それでも純が勝敗決めたいっていうのなら……
那由他,……
静,今ここで、勝負して決めよっか？白黒ハッキリつける？どっちが上かってさァー
純,ハッ！スタンドでの殴り合い以外だったら負ける気しねーッ……何で決める？ポーカーか？グラスとコインか？チンチ口リンでもいいわよ……？
静,……キャンプに来てまで、んなインドアゲームやんねーわよ……道具も無いしね。勝負の内容……それは……。セミ取りで勝負よーッ！！
純,ふざけんなああァァァアアアアア！！！。何であんな地球外生命体取らないといけねーんだッ！！セミとかありえないだろッ！！静お前見たことあるのかッ！？コンクリートの上で裏返って死んでるアレをよーッ！！
静,ダメ。勝負内容はアウトドアらしくセミ取りよ。これ決定だっての。やらないんならあたしの勝ちね。フフン♡
純,しょ……勝負内容の変更を提案するッ！フェアじゃあねえわ！
静,え～～ッ。じゃあ純ーッアンタ何か思い浮かぶ？アウトドアらしくって白黒ハッキリつけられる勝負ってさあ～～……思い浮かばなかったら負けよ
純,……魚釣りで勝負だッ！！
静,イヤぁああああああああ！！！
純,イヤとは言わせないからなーッ！セミ取りがアリなら魚釣りもアリでしょッ！これでナシだったらオメーのもナシだッ！
静,ふッ……不公平よッフコーヘーッ！あたしが水嫌いって知ってて言ってんでしょーッ！魚とか……ウワッ！考えるだけでサブイボがッ！
純,知るかァ――ッ！アンタにとっての魚が私にとってのセミだッ！お前は魚を食えるかもしれねーが私はセミは食えねーッ！
静,あたしだって未だに魚は苦手だってのーッ！！それに！だったらあたしもセミは食えねーわよォーッ！！！
那由他,……双馬お兄さまが隊長になったらどうですか？
双馬,バカ言うな……そんなの死んでもゴメンだ
静,ふーっ……風が気持ちいいわね……
純,……
静,？……どうかした？純
純,……いや……何でもない
双馬,キャンプ場に近い山だから、そこまで危険は無いが……それでも道は険しいな
静,そう？険しい方が楽しくない？
純,貴女だけよ、それは……あっ、ちょっとチビっ子！足元気をつけなさいよ……あのアホサングラス、配慮とかそーいうの何も考えてないからね
那由他,いえいえ、楽しいですよ？とっても……こんなおっきい山なんて、来るの初めてですから……
静,……双馬ァ～～。なんかさ、ここ……キノコ生えてるんだけど……
双馬,ん？……ああ、そうだな
静,これって食べられる？いける？ダイジョブ？ねえねえ？
双馬,……食べられるけど、やめとけ
静,なんで？
双馬,吐くから
静,……
純,……そりゃあー食べられるって言わないだろ、メガネ
双馬,あのな、そんな事言ったらコーヒーだって飲み過ぎたら死ぬんだぞ？カフェインは神経毒性を有するからな……もっとも、コーヒーで死ぬには一気にバケツ4、5杯は飲まないとならないが
静,別の意味で死ぬわね、それ
双馬,致死量にさえ達しなければ、こういったものは食べられるんだよ……むしろ、毒成分そのものが旨味成分となっているから、食べるとムチャクチャ美味しいらしいぞ、このキノコは
那由他,へえー……お兄さまは物知りなんですねえ
双馬,……まあ、食べ過ぎたら吐くし、死ぬがな
静,那由他ちゃん、キノコに手出さないようにね。美味しそうでも、拾い食いしちゃダメよ
純,オメーじゃあ……オホン。犬じゃあねえんだからさあ
静,あっ！あの木になってるの、グミの実じゃあないの？丁度いいし、あれ食べながら休憩しよう
双馬,本当、お前は何でも食べようとするな……まあ、休憩には賛成だ
純,……そうね……
那由他,……純さん、どうかしましたか？
純,え？
那由他,さっきから、後ろを……ずいぶん気にしてるようですけど……？
純,……
静,……忘れモンでもした？純
純,……いや、あのさ……。……尾行ツ
双馬,……
静,……
純,……気のせいなら……それでいい。それが一番ベスト。けど……視線を感じる。今もよ。ずっと
静,誰？裕也さんのハイウェイ・スターが、心配して見に来てる……とか？
純,違う。……ねっとりと絡みつくよーな視線よ。気持ち悪い……ストーカーみてーな気配を感じる……
那由他,……あたしは……なんにもわかりませんけど……？
純,……もしかして……いや、そんな……
静,何？
純,……えっと……
双馬,……
純,……ウォーケンじゃあ……ない、だろうな？……尾行けてるヤツ……！
静,！！……
双馬,馬鹿な、ありえない……ここはまだS市内だが、杜王町からどれだけ離れてると思う。何故そいつがこんな所にいるんだ
純,……けど……
静,そうよ、純。それにあたし、このキャンプの事は親しい人にしか言ってない……日程も急に決まったようなモンよ？そんな旅行に、なんでその殺人鬼がいるのよ。どっから情報入手してる訳？
純,……親しいって……静、貴女はまだ日本に来て数ヶ月でしょう？
静,……
純,その親しい人が敵かも……って事は……考えられないの？
静,……
双馬,…………
那由他,な、何の話かわかりませんけど……視線を感じるのなら、こちらから向かってみてはどうですか？何かご用ですか？って……
純,ハ！やっぱ子供ねえーアンタは……そんな事出来る訳無いでしょう？向こうは尾行してる訳なんだから……
静,いや、それで行こう
純,……ハア？
静,コラアッ！！そこでコソコソしてるヤツッ！！何の用よ？用があるなら出てこいっての――ッ！！
純,バッ……馬鹿静ァッ！！。マッ、マジに敵スタンド使いだったらどうすんのよッ！！私戦えないわよ！？私はまだ死にたくないわよォーッ！！
静,チマチマ向こうの様子伺うのってどうなのよ。尾行するような根性なし、あたしの敵じゃあねーわよ
双馬,お前、確かにこっちはスタンド使いが4人だが……僕達は近距離パワー型じゃあないんだぞ。相手によっては――
那由他,い、いやけどそれよりッ！大真面目に出て来るとは限らないですし。敵スタンド使いじゃあないかもしれませんし……ハハ……
純,！！
双馬,！
那由他,！！
静,……。……え？
双馬,……
那由他,……た……タヌキ？
純,……
静,何よォー純……視線を感じるって……コレ？コレなの？
純,うっ……うっせぇなーッボケエッ！本当ォーに感じたんだから仕方ないでしょッ！良かったジャン、敵じゃあなくってさーッ！！
双馬,……まあ、人の手が入っているキャンプ場とはいえ、山だからな……こういった生物がいてもおかしくないか
那由他,わああ……可愛いタヌキさんですねえ。触ってもいいですか？
純,や、やめときなさいよ那由他ちゃん……マジマジと見ると気持ち悪いわよ。それに野生生物って病原菌だらけよ？オゲーッ。それに、なんかブツブツ鳴いてるしさあ……ちっせえ声で鳴きやがって。鳴くなら大きな声で鳴けばいいのに
静,タヌキさんの生活ジャマしちゃあ悪いし、向こう行こうっか。那由他ちゃん
那由他,はいっ！
静,あっ！あの木はコナラ？樹液が出てればカブトムシなんかがいるかもよっ！？
那由他,本当ですか、お姉さまっ！きゃあーッ♡
純,ああもうッ、走るな危ないだろッ！ムシの何がいいんだか……ケッ！
双馬,カブトムシ、か……そういうの、もう何年も見てないな……
億泰,勝負はおれの勝ちだよなァ～～仗助ッ。約束通り、今晩の皿洗いはオメーだぜェ～～ッ
仗助,いきなり何言ってんだよオメーはよーッ。いつおれがんな約束したよ？
億泰,確かに言ったぜおれはよォーッ。フリスビー対決、負けた方が皿洗いってな
仗助,最終的にフリスビーをザ・ハンドで消しちまうのは、負けじゃあねーのかよ？コラ
億泰,ヌヌッ
仗助,またやるか？
康一,はいはい二人とも、もう遊びはいいからね……億泰くん、魚の下ごしらえはこんなのでいい？
億泰,おっ、十分だぜ康一。ありがとよォ～～っとォ
仗助,皿はこれでいいのか？もう一ついるか？
億泰,一枚でいいんじゃあねえか？おれはタレだけでいいしよォー
噴上,おれはポン酢も欲しいな……もう一枚くれ
仗助,はいよォ～～
早人,さて……じゃあそろそろ、火をおこしますか？
億泰,そうだな……子供たちにやらせんのもいいかと思ったけどよ、まだ帰ってこねえし――
静,たっだいまァーッ！！
仗助,お、ウワサをすれば……だな
静,指令、任務完了しましたァーッ！
仗助,おうそうか。どんな任務だったかは知らねえがよーッ
静,周囲の探索任務に救援物資の補給任務！
仗助,救援物資ぃ？
静,ホラ、ヘビイチゴ取ってきた。あーん♪
仗助,んぐっ……うーっ！酸っぺェ！
那由他,ただいま、パパァーッ♪
億泰,ケガはねえか？那由他。危険な事は無かったろうなあ？
純,大丈夫だって……一応私らが注意して見てたし。ハァ～～疲れたァーッ……
双馬,ああ、晩御飯の準備してたんですね……手伝いますよ
噴上,おお、ありがとうよ。晩御飯はバーベキューだぜ。静ちゃんリクエストの
純,やたッ！肉・肉・肉ぅ～～っ！
静,あ！その前にさ、兄さん！ほら、お土産よおみやげっ！
仗助,おみやげ？
静,どジャアァあああ～～～～ン
仗助,おっ！カブ……いやクワガタ虫か
静,ミヤマよ、ミ・ヤ・マぁぁああ～～っ。一匹だけノンビリと木に引っ付いてたのよ。マヌケよね……簡単に捕まえる事が出来たから、兄さんにあげるわ
仗助,何ィ？ミャ・ン・マーぁ？
静,ミ・ヤ・マぁ～～っ
仗助,ミャ・ン・マー。ミャ・ン・マぁああ～～ッ
静,ミャンマー・ミャンマー・ミャンマァァーッ
仗助,ミャンマー、ミャンマーミャンマー、ミャンマー……
静,ミャンマーミャンマーミャンマーミャンマー……ミャンマー！
仗助・静,ミャンマーミャンマーミャンマーミャンマーミャンマーミャンマー……
静,にゃん……あっ！！
仗助,ハイ！静の負・けェーッ！だぜッ！
仗助・静,アハハハハハハハハハハハハハハ
双馬,……
静,で！億泰にはコレね
億泰,おっ！おれにも土産があんのかよォ～～？何だ何だぁ？。……ん？。アッ……ヒィィイーッ！！？セッセッ……セミィッ！？
那由他,パパ、すっごくお似合いッ！背中にピッタリくっついてるッ！キャッキャ♡
億泰,とっ！取ってくれェッ静ァーッ！おれァ～～こーいうの苦手なんだよッ！ウゲッ！ワ、ワサワサしてやがるぜッ！ウヒイッ！
静,いやー、面白そうだったから一匹取ってきてくっつけてみたけど……かなり大爆笑。イイねーッ。逃げないし……居心地いいのかな？
仗助,何匹背中にくっつけられるかやってみるか？
静,最高。今の時間ならヒグラシとかがイイかもねーッ
億泰,康一ぃ～～っ！助けてくれェェ～～～～ッ！！
早人,……何やってるんですか、もう……
純,……最悪だわ、アイツら……セミを背中につけるとか、悪魔よ……人間じゃあねーわ……関わらないようにしよおっと
双馬,おい、僕の背中にくっつくんじゃあないぜ。暑苦しいだろうが
純,うっせえなーッ。アンタの役割は壁よ。いい？セミがこっち飛んできたらスタンド使って叩き落とすのよ？
双馬,ああ……叩き落とせるくらいゆっくり飛んできたらいいな……
純,……ねえ、私よく知らないんだけど……もしかしてアンタのスタンドって、弱いの？
双馬,さあな。……噴上さん、この炭に火つけたらいいんですか？
噴上,ん？ああ、そうだな……だが恥ずかしながら、おれはアウトドア初めてでな……炭に火をつけるなんざ、やった事がなくてよ
双馬,……僕は一応、経験あります。昔住んでいた施設で何度か、野外オリエンテーションを行ったので
静,あッ！ちょォーっと待った双馬！火つけるのはあたしがやるっての
双馬,……お前がァ？……本当にィ？マジで言ってるのか？
静,何よ
双馬,いや、まあいいんだけどな……ホラ、炭と着火剤とライターと新聞紙と……枯れ枝使うか？うちわは？あ、億泰さん竹筒も持ってきてたんですね
億泰,おう。それがあると火をおこす時便利だからなァ～～ッ
双馬,わかります。いや本当、キャンプ道具が充実していて良かった……静も使うか？それともお前、まさかバーナーを使って火をおこすとか言わないよなァ？
静,……うっ……あああーもうッ！！意味わかんねー言葉グダグダ並べんじゃあねーわよおッ！あたしはライターで十分だからッ！
双馬,……そうか……ライターだけでは無理だろう……
静,用はアレでしょう？炭に火をつけたらいい訳だ
双馬,ああ、そうだな
静,なら、こうやって……
双馬,……お前、炭に火がつくまで、そうやってずーっと手に持っておくつもりか？炭は花火じゃあないんだぞ？
静,……
早人,……あー……ゴホン、オホン……。……す、炭を並べて……火がつきやすい新聞紙や枯れ枝に火をつけたら……ゴホン。……いいかなぁ～～って……オホン、ゴホッ
静,……
双馬,……
静,……こう？
早人,あ、それじゃあ火がつかないよ……風が通るように並べないと
純,静それ、炭置きすぎでしょ。網かぶせらんねーわよ
双馬,あと、大きい炭は後に入れろ。火がつきにくい……まず小さい炭を並べて火をおこすんだ
静,あーもう！何よみんなして！！そんっなにやりたきゃあ自分らでやればいいじゃんかさーッ！
双馬,無茶苦茶だな、お前……お前が火をおこしたいって言ったんだろうが……
静,おー、燃えてる燃えてるゥ……フーッ
康一,静ちゃん、顔が炭で所々黒くなってるよ？
静,努力の証、ってねェーッ。あたしが火ィおこしてやったんだぞ、っていうさーッ
純,ヒゲみたいになってんわよ
静,え！嘘！？
噴上,ほら、濡れタオル……
静,ありがとう、裕也さん……んっ
那由他,わあ……綺麗に燃えてますね！
双馬,燃えすぎだ馬鹿。直接炎で焼く訳じゃあないんだぞ
静,え？そうなの？
双馬,何のための炭だ……赤くなった炭の熱で焼くんだよ。少し炭をバラして火を抑えろ
静,なかなか難しい事言うわねー……
億泰,よーしッ！そろそろ網を置いて焼き始めるぜェーッ！
仗助,お前ら皿にタレ入れろーッ。ハシ全員持ったかー？
純,準備万端よ
静,ちょ、あたしまだハシもお皿ももらってないっての！純早すぎるわよッ！
早人,まあまあ、まだ焼いてもいないし……はい、静ちゃんのお皿
億泰,脂を塗って……っとォ。肉は仗助が用意したんだったな？
仗助,そうだぜ～～。食材担当はおれだからな。奮発しまして……なんと！国産和牛を買ってきましたあッ！！
静,う……うおおおおおっ！！
純,脂が……輝いて見えるわ……ううっ！
那由他,お、美味しそうですねえ……おなかペコペコですう
噴上,おっ、いいニオイだな……肉の焼けるニオイってのは、どうしてこうも食欲をそそるのかね
静,焼けた！？ねえもうこれ焼けた！？
双馬,どう見ても真っ赤っ赤だろうが。ちょっと落ち着けお前
億泰,あーッおい那由他！ナマの肉を食事用の箸で触るんじゃあねえよ！こっちの割り箸使えッ！
那由他,あっ、ごめんなさーいパパぁ……
仗助,牛肉はナマでも食えるんじゃあねーのかよーッ？
億泰,子供は身体が弱ェーんだから、そーいうのはダメなんだよッ！
康一,みんな、お野菜もあるから食べてね。栄養バランスとか考えないと……
純,……タン塩は……レモンをキュッ！と絞ってェ……。……んっ！！……んーんんーんんん～～～～ッ！！
静,あーッ！純先に食べるなんて反則よッ！あたしもッ……。……ん！まァァァ～～～～いッ！！！
早人,……これ、大丈夫ですか？まだ赤いように見えますけど……？
億泰,そのくらいなら問題ねえぜ。豚肉や鶏肉はよく焼いた方がいいけどよーッ
双馬,……うん、なかなか……
仗助,あー……うめえ
噴上,……こうも美味いと……飲みたくなってくるよなァ。……ビールがよ～～ッ
仗助,静、飲んでいいか？まだ時間は早いけどよ？
静,え？うーん……まあ、いいけどさ。グデングデンになんないでよ？後で面倒くさいから
仗助,よーしッ！静のお許しも出たし……飲むか！一杯グイッ！っとよーッ！
純,……酒、かあ……
静,あ。アンタは飲むの禁止よ？学生はガクセーらしく、ね
純,フン！わかってるわよ……それに私、お酒は苦手だし……
静,そう？……実はあたしもなのよね。兄さんたまーに飲み会から帰ってきたら千鳥足でさ……絡み酒っての？もうウゼーのなんのって……
康一,はい、仗助くん。ビールだよ
仗助,おっ！黒ビールとはまた通だな……たまにはこういうのもいいかもな～～
億泰,チューハイある？カシスオレンジ
噴上,おめー結構甘いの好きだよな、億泰……まあいいんだけどよ。早人、お前は何飲む？
早人,あ、ぼくはアルコール苦手で……コーラでいいですよ
仗助,えー、では……少し順序が逆になりましたが……あ、子供たちも飲み物持ってくれるか？
静,？
那由他,何ですか？
仗助,えー、ゴホン。……車の運転やらテント立てやら、今日一日お疲れ様っしたァ～～ッ……乾杯！！
億泰,ぐがー……スピィ……
那由他,パパぁ～ン……こんな所で寝てたら風邪ひくよぉぉ～～ッ……ねぇ～～ッ……
億泰,んがあ……もう食えねえーッ……スピーッ……
噴上,……しっかし、炭火で焼いた肉っつーのは！なんでこうも美味いモンかねえ……遠赤外線っつーのか？なかなか侮れんモンだな。……2枚チェンジだ。それだけ慎重にやってんだよッ。……よーしッ！いいカードが来たぜ……
康一,……
噴上,勝負だ康一ッ！おれのハンドは6からのストレートッ！
康一,ゴメンね。ぼくフラッシュなんだ
噴上,……ぐっ……！
康一,これで、ぼくの五連勝！……かな？
噴上,お、おいディーラー！お前ェーイカサマこいてんじゃあねーだろうなあッ！？コラアッ！。チクショ～～ッ……おら、ズボンだ持ってけッ！次ぁーパンツ賭けてやんぞコラッ
康一,あ、あのさ？賭けてやるの、止めにしないかなァ～～？……なんて……
噴上,オメーから服全部取り戻すまでやるぜッおれはよォーッ！
康一,……わざと負けてあげたほうがいいのかな……？
静,うわ、裕也さんそれッ！マジセクハラ！セクシャル・ハラスメントぉ～～ッ！肉食ってる時にイヤーなモン見せないでよねッ！
噴上,男と男の勝負に口出しするもんじゃあねーぜ、静ちゃん……男はな、半裸になっても戦わなきゃあならん時というのがあるんだよ
双馬,……格好つけてもパンツ一丁じゃあしまらないですよ
純,ていうか静、貴女まだ肉食ってんの？食い過ぎでしょ……
静,うるせーわよ純。あたし今育ち盛りなのよ
純,……何処が？ムネ以外か？
噴上,おら次ゲーム行くぞ康一ィ！カード配れディーラー！！
康一,ねえ、ホントーにイカサマとかしてないんだよね？……ね？
億泰,ぐぉー……ぐがー……
那由他,ねえ、パパ……パパってばあ……うう……
億泰,んー？那由他ァ、まだお日サマは昇ってねえぜェ～～？……もう少し寝かせてくれえ……
那由他,……うう……あたしもなんだか、ねむ……
静,あ、那由他ちゃん大丈夫？もう結構な時間だしね……そろそろテントに――
仗助,しぃ～～ずぅ～～かぁぁ～～ッ！
静,んぐっ！……ゲホッエホッ！？。に、兄さん……いきなり抱きついてこないでよ。肉がノドに詰まっ……ってか酒臭ッ！兄さん超酒くせーわよッ！？
仗助,おれはなァァ～～ッ、オメーがりぃっぱに育ってくれてウレチぃーんだよぉぉ……いやもうマジに……グレートに不安だったぜぇ？オメーを引き取る時は……おれに兄貴が務まるのかってなああ……
静,あーハイハイ。その話前も聞いた。前酔った時も言ってたか……
仗助,それがなあ……ちょいと危なっかしい所もあるが、良い子に育っててくれて……ウッウッ！お兄ちゃん感動！オメーは立派なおれの妹だよぉ……
静,う、ウザ……グレートにウザすぎるっての。やれやれね……
仗助,んー？何だイヤだっつーのかよォ～～ッ？反抗期かァ？辛ェーなァ～～ッ……チューしてやろうか？チュ～～ッ……
静,ギャー！やめろってのクソ兄貴！グデングデンになるな！って言っただろーがよーッ！！
仗助,ぐほっ！？
純,……何よあのアホ兄妹は……
早人,ハハハ……仗助さんあまりお酒は強くないからね……
噴上,おい早人。オメーもポーカーやらねえか？ちょっと一緒に康一倒すの手伝ってくれや
康一,え、なんでぼくゲームの敵キャラみたいになってるの？ちょっと裕也くん？
早人,あ、アハハ……いえぼくは結構ですよ。トランプとかは強くなくって……
噴上,そうか？残念だな……おっしフルハウスだッ！！これなら負けねーだろォッ！
康一,あ！……ご、ゴメン。ぼくストレートフラッシュ……
噴上,ディ――ラァ――ッ！！？。ぐうう……ハート柄がお気に入りだったんだがな……
康一,脱がなくていい！脱がなくていいから裕也くんッ！！
純,アホばっかか。アホばっかなのかここは……
早人,あ……アハハハハハ……
純,……早人センセーはさ、何やってんの？さっきからクルクルクルクル……
早人,え？ああ。炭火でマシュマロを炙ってるんだよ
純,マシュマロ……
早人,こうやって、とろぉ～～っととろけてコゲ目がついた所で、サッ！っとビスケットに挟んで……
純,……
早人,熱ぅーいウチにサクッ！っと食べるんだ。とっても甘むぁ～～くておいしいよ。食べる？
純,……私さ。マシュマロって……そこまで好きじゃあない
早人,……
純,なんかブヨブヨしてるし、変な香料のニオイがキツイじゃん。口ん中でいつまでもネットリしやがるしさ……ゴースト・バスターズのマシュマロマンだって子供ん時に見てトラウマだしィ～～ッ
早人,そ、そうかな？……あれはあれで可愛らしいキャラだと思うけど……
純,……フンッ
早人,うう……最近の子供ってちょっと……いや、かなり……ナマイキだよなァ～～ッ……ぼくも子供の時こうだったのかなあ？
純,……
早人,な、何かな？純さん？
純,……ったく。……一口だけ……
早人,え？
純,……一口だけ、食ってやるって言ってんのよ
早人,あ……
純,……。……ん
早人,……ど、どう……かな？
純,……まあまあなんじゃあないの？フツー。いたってフツー。……これのためだけにマシュマロ買うつもりにはならないわね
早人,……そ、そう……
純,……
早人,……
純,……
早人,……あ、指についたの？ティッシュあるけど？
純,……
早人,……
純,……ん……。……マシュマロってこれ？
早人,あ、ウン
純,……串は？
早人,あ、これ？一本しか無いんだけど……ハイ
純,……。……
早人,……
純,……
早人,……あまり近づけ過ぎたら燃えるから、じっくりと……
純,先生うっさい
早人,あ、ゴメンね？
純,……
早人,……
純,……このくらい？
早人,……もうちょっとコゲ目がついた方が、美味しいんじゃあないかな？
純,……
早人,……
噴上,うおおおおお！くばられたカードはッ！ブタだァ～～ッ！
康一,なんで降りなかったの！？裕也くんッ！？
仗助,静ァ～～ッ……よーしよしよしよしよしよしよしよし
静,うっおとしいってのッ兄さんーッ！いい加減怒るわよッ！？
純,……
