Turn1,愛神が生まれた日
C.C.,・・・私と会話してくれるのか？良いだろう、いっぱい聞かせてやる。ふふ
リヴァル,昨日、ジノがブリタニアVs黒の騎士団で全国ランキング３位になったんだぜ
ルルーシュ,それは凄いな。という事はナイトオブラウンズの称号持ちになったのか
リヴァル,あぁ。機体にオーラのエフェクトがついててカッコいいんだぜ！今度見せてもらえよ
ルルーシュ,そうだな
カレン,お、落ち着け！紅月カレン！はじけろぉ緊張感ッ！
スザク,ルルーシュ
ルルーシュ,ん？スザク・・・
スザク,・・・
ルルーシュ,あれは・・・屋上に来い、のサイン
リヴァル,でさぁ、ジノのやつ・・・って、ルルーシュ聞いてる？
ルルーシュ,すまない、リヴァル。用事が出来た。少し席を外す
リヴァル,ありゃ、そうなの？
C.C.,でだな、そこのピザが・・・
シャーリー,もうっ、ピザの話だけじゃなくて他の話も聞かせてよ～！
カレン,よし！突撃しよう！・・・って、あれ？ルルーシュが居なくなった。どこに行ったの？もう待てない！
カグヤ,本当ですか！？嬉しいです！
ナナリー,お久しぶりです
カグヤ,あっ。ナナリー！お久しぶりです
アーニャ,久しぶり。風邪は大丈夫？
ナナリー,はい。お蔭さまで元気になりました。ところで、何のお話をしていたんですか？
カグヤ,私も生徒会の合宿に連れてって貰えることになったんです
ナナリー,本当ですか！？嬉しいです♪
カグヤ,ありがとうございます！これでルルーシュさまにお近づきになれます
ナナリー,・・・え？
カグヤ,ナナリー、ルルーシュさまの好みの服装とか分かります？
ナナリー,・・・お兄さまの事が好きなんですか？
カグヤ,はい！もう将来を誓い合った仲になりたいくらいです！
ナナリー,・・・
アーニャ,良い機会だから言っておく。私もルルーシュが好き。誰にも譲る気は無い
ナナリー,アーニャもお兄様の事が好きなのですか・・・
カグヤ,私たちライバルですね！
アーニャ,そう
ナナリー,でしたら、私も言っておくことがあります
ルルーシュ,昨日はすまなかったな。話をする前に倒れてしまったみたいで。それと、わざわざ家まで運んでくれたんだろ？ありがとな
スザク,そんなのお安い御用だよ。もう大丈夫かい？
ルルーシュ,あぁ。それで話ってなんだ？
スザク,僕はね、間違った方法で得た結果にも意味はあるんじゃないかと今朝から思うようになったんだ
ルルーシュ,どういうことだ？
スザク,もうどうにもならないんだ
ルルーシュ,話が見えないな・・・要点を言え
スザク,ルルーシュ、単刀直入に言おう。僕は君を愛している
ルルーシュ,は？何を言って・・・っ！。まさか・・・スザクも満足させねばならない１０人のうちの１人だったのか！？想定外だ！まさか男も対象だったとは
スザク,僕と交際してほしい！
ルルーシュ,・・・スザク。頭がおかしくなってしまったのか？
スザク,っ！そうだよ！君のせいで僕の心はボロボロだ！こんなにも胸が苦しいなんて！！
ルルーシュ,はぁっ！？ってスザク！金網に登るな！落ちたら死ぬぞ！
スザク,うわぁー！ルルーシュゥ！今すぐ選べ！僕を飛び降り自殺に追い込むか僕とキスするか！
ルルーシュ,バ、バカが！何を言っている！？。くそっ！もしスザクが満足させねばならない対象なら返答次第ではスザクが死ぬだけでなく、オレも死ぬ可能性が
スザク,早く選ぶんだ！ルルーシュゥーッ！
ルルーシュ,かと言って男同士でキス・・・しかも初めてのキスだぞ！？絶対に回避しなければならない！どうすれば・・・
カレン,ルルーシュ！？・・・居た！決着をつけましょう！あたしたちのすれ違いに！・・・ってアンタたち何してんの？
ルルーシュ,カレン！？
スザク,カレン！邪魔をしないでくれ！今オレとルルーシュは愛について語っているんだ！
ルルーシュ,それはない！
カレン,それってさぁ、ルルーシュを愛してるってこと？
スザク,そうだ！カレン、どうしても邪魔をする気か？
カレン,スザク・・・あたしはアンタを誤解していた。アンタは変態だけど、ルルーシュの親友としてルルーシュに接していると思っていたの。でも
スザク,自分は・・・オレとルルーシュは愛を望んでいるだけだ！
ルルーシュ,いや、オレは望んでいないが・・・
カレン,そう。そんなにルルーシュが欲しいの。だったら・・・
スザク,だったら？
カレン,アンタはルルーシュの側に居ちゃいけない。アンタの心を折って、ルルーシュを貰う！
スザク,それは、させない！
ルルーシュ,一体何が始まるんだ・・・？
ナナリー,お二人にお兄さまを渡すつもりはありません。一時の気の迷いで、私だけのお兄さまを奪おうとするお二人に
カグヤ,あら、ナナリーも良い年頃なんですからそろそろ兄離れをしたらどうですか？家族愛ではなく恋愛で殿方を好きになりましょう。貴女の未来のためにも・・・
ナナリー,私がいつお兄さまに恋していないと言いましたか！？禁断の愛でも家族愛でも、お兄さまさえ独占出来ればそれだけで良いのに・・・
アーニャ,でも、現実は様々な法律や世間の目によって支配されている。それも含め相手に受け入れて貰う事が必要
カレン,そのために！ありのままの自分を貫き通してきたのよ！
スザク,お嬢様キャラで誘惑するという手だってあったハズだ！
カレン,そのキャラが、お嬢さまが受け入れられたらどうするの！？それは本当の自分じゃないって、どうやって言えばいいのよ！？
スザク,このっ・・・！
カレン,金網に登って高いとこから偉そうに言うなぁ！
スザク,キャラを演じるしかない男はどうなる！？性別とは・・・！
ルルーシュ,・・・ダメだ。何を言っているのかサッパリ分からない
ヴィレッタ,今日も扇のやつがちょっかい出してきて困っています
コーネリア,愛の求め方に秩序や美学が失われているのやもしれんな・・・
ヴィレッタ,それでも仕事で協力が必要だったから・・・
コーネリア,私は見た。見続けてきた。お前が扇に抗う姿を。しかし
スザク,人は、ルルーシュは、こんなにも思い通りにならない！
カレン,だから思い通りにしようっていうの！？それは・・・！
ルルーシュ,もうオレには二人の言い争いを見届けることしか出来ないな・・・
ナナリー,それは私だけの特権なのです。お兄さまを好きにしていいのは
カグヤ,それは妹としてですよね？私はルルーシュさまを恋人として好きにします
ナナリー,私も恋人の関係を目指します
アーニャ,行くの？兄妹の禁断の愛を、修羅の道を・・・？
ナナリー,はい。私たちは愛の象徴になります。兄妹が結婚してはいけないなんて悪しき風習は私が無くします。お兄様と明日を迎える為にも
カグヤ,立派な覚悟です。今までの非礼を詫びます。私は貴女を一人のライバルとして尊敬します。お互い頑張りましょう！私は一歩も引く気はありませんけど
アーニャ,負けない。でも、友達として、ライバルとして、これからも宜しく
ナナリー,はい！私もキツい事を言ってすみませんでした。合宿で正々堂々勝負ですね！
ルルーシュ,・・・なになに。テレビ局幹部のディートハルト氏が拉致監禁の疑いで逮捕？ええい、はやく画面切り替われ！これだから携帯のネットは・・・ﾌﾞﾂﾌﾞﾂ
カレン,くっ。これで愛情表現もネタ切れ・・・
スザク,ラブボキャブラリーも尽きたか
カレン,それでも！
スザク,僕はルルーシュを愛している！
カレン,そんな叫びなんかぁ！
スザク,決めきれない！？ボーイズラブの属性を使っているのに・・・カレン、なんて愛の深さだ！
カレン,人間としてのスペックはこっちの方が上のハズなのに・・・。スザク。それだけの執念が、なんで！？
スザク,これは引き分けにしよう？カレン！
カレン,あなたが！女を好きでさえいればっ！！
スザク,・・・ッ！
カレン,そんな・・・届かなかったの？
スザク,いや、届いているよ・・・カレン
カレン,やった・・・
ルルーシュ,・・・なるほど。このアゴは変態特有のアゴだ。・・・ん？静かになったな。終わったのか？
スザク,僕の負けだ。本当は気づいていたんだ。女の子を好きになるべきなんだって・・・。でも、認めてしまったら僕は自分を許せなくなると思って
ルルーシュ,そうか。勝ったのか？カレン・・・
カレン,一時の気の迷いだったのよ。誰にだって道を間違える事はあるわ。貴方の場合はそれが変態的な方向に行ってしまっただけ・・・
スザク,すがすがしい気分だ。ルルーシュ、僕たちはこれからも友達で居よう。それ以上は望まない
ルルーシュ,あ、あぁ・・・。こちらこそよろしく頼む
スザク,うん。ありがとう
カレン,貴方はユーフェミアさんと仲良くするべきよ
スザク,ユフィ・・・か。そうだね、頑張ってみるよ。カレン、本当にありがとう
カレン,どういたしまして。あたしも日頃の鬱憤を吐き出せて嬉しかったわ
ルルーシュ,・・・。・・・メーターの白色ランプが発光している！スザクが満足したようだな！カレン、やはり優秀だよ君は。お蔭でスザクとキスせずに済んだだけではなく、オレが満足させる必要もなくなった！ふははは！
スザク,僕たち、本当の友達になれるかな？
カレン,えぇ。貴方があたしとルルーシュの仲を応援してくれるならね
スザク,あれだけの愛を見せられたら応援せずにはいられないよ。君は尽くすタイプだね
カレン,かもしれないわね。ルルーシュ限定だけど
スザク,ルルーシュ
ルルーシュ,なんだ？
スザク,どうかカレンを幸せにしてやって欲しい。カレンは君の忠犬だ
カレン,ちゅ、忠犬って何よ！？言い方ってもんがあるでしょ！？
ルルーシュ,そ、そうか・・・
スザク,僕は先に教室に戻る。後は二人で話を進めてくれ
ルルーシュ,え？
スザク,じゃ、また！
ルルーシュ,おい！スザク！
カレン,ルルーシュ・・・
ルルーシュ,カレン・・・
カレン,答えて。貴方にとって、あたしは何？
ルルーシュ,！？。ここでそれを聞かれるか！？くそ、想定外だ！まだ心の準備が・・・！
カレン,ねぇ。お願い！答えて！
ルルーシュ,・・・そうだな。オレはカレンの事が好きだと思う
カレン,ホント？
ルルーシュ,あぁ。だが、オレは恋愛経験に乏しい。だから異性としてお前の事を好きなのかは正直分からないんだ
カレン,・・・
ルルーシュ,そんな状態で付き合ってもお前に迷惑をかけるだけかもしれない
カレン,そんなことない！
ルルーシュ,・・・カレン。生徒会は好きか？
カレン,好きだけど・・・何？
ルルーシュ,オレも好きだ。お前はもちろんの事、スザクや会長たちと一緒に居る時間はとても楽しい
カレン,・・・うん。あたしも
ルルーシュ,今は、その時間を大切にしたい。その中でお前の事を異性として好きだとハッキリ自覚出来たらその時は付き合ってほしい。・・・都合が良すぎるか？
カレン,・・・１つ聞いて良い？
ルルーシュ,なんだ？
カレン,いま異性として好きって言える人は居るの？
ルルーシュ,ナ・・・異性として意識しているとハッキリ言える相手は居ない。友人として好きなだけかもしれない
カレン,・・・そう。分かったわ。あたしも急ぎすぎてたと思うから、返事はもう少し待ってみる
ルルーシュ,カレン・・・
カレン,あたしは、いつでも受け入れる準備出来てるから！その気になったら今度はアンタの方から告白してよ！
ルルーシュ,あぁ。分かった。すまないな、こんなので
カレン,ううん。たとえ意味は違うとしても、好きって言ってくれて嬉しかった。それに、あたしも生徒会の皆と一緒に居る時間を大切にしたいしね。さぁ、早く教室戻るわよ！
ルルーシュ,あぁ。・・・。紅色のランプがついている。カレン、満足してくれたのか・・・。スザクやC.C.と違って重いな・・・
リヴァル,ルルーシュ、スザク。飯にしようぜ
スザク,うん
シャーリー,ルル、昨日言った通りお弁当作ってきたんだけど・・・
ルルーシュ,あぁ、ありがとう。シャーリー
シャーリー,感想聞きたいから私も一緒に食べる
カレン,あたしも入れてよ
C.C.,モテモテだな。ルルーシュ？
シャーリー,そ、そんなんじゃ・・・！
カレン,アンタもちゃっかりルルーシュと一緒に食べるつもりじゃない！
C.C.,私が傍に居てやらないと寂しがるからな、こいつは
ルルーシュ,それは全くない
C.C.,照れるなよ
スザク,はやく食べようよ
ルルーシュ,そうだな・・・じゃあ、早速。頂きます
シャーリー,・・・どう？
ルルーシュ,・・・料理審査という事だからな。厳しく審査するぞ？
シャーリー,うっ・・・うん・・・
ルルーシュ,まず、野菜のサイズがバラバラだ。その結果、薄く切られたものは焦げ目がつき、分厚く切られたものは中心部が生のままだった。均一に切り揃えるのは料理の基本だ
リヴァル,体育会らしい豪快さだな
シャーリー,私だってそうするつもりだったけど・・・難しいんだもん
ルルーシュ,あとは、これが一番問題なんだが・・・調味料は何を使ったんだ？
シャーリー,塩だけど・・・
ルルーシュ,違うな、間違っているぞ。シャーリー。これは砂糖だ
シャーリー,え！？やだ、また塩と入れ間違えちゃった！？
ルルーシュ,またって・・・今後は気を付けてくれ
C.C.,細かい事ばかり気にする坊やだな。そんなんだからいまだに彼女が出来ないんだぞ
ルルーシュ,黙れ魔女！
C.C.,器の小さい男だ
ルルーシュ,とにかく！他にも色々あるが、まずはこの２つをどうにかしないとな
シャーリー,はい・・・
ルルーシュ,・・・だが、これからの努力次第でいくらでも改善は可能だと思う。それに、一生懸命作ったのは伝わってきた。色々言ったが美味しいと思う
シャーリー,ほ、本当！？
ルルーシュ,あぁ。これから精進してくれ
シャーリー,はい！
C.C.,飴と鞭か
スザク,カレンのコロッケ美味しそうだね
カレン,ん・・・アンタ欲しいの？１個あげようか？
スザク,良いのかい？ありがとう！
シャーリー,また食べてくれる？
ルルーシュ,あぁ
シャーリー,私、頑張るから！
リヴァル,幸せ者だなぁ、ルルーシュは
スザク,カレン！このコロッケ凄く美味しいよ！
カレン,へ？
C.C.,ほぉう。私も味見してやろう・・・って、もう無いのか
スザク,こんな美味しいコロッケが作れるなんてカレンは本当に凄い！きっと将来良いお嫁さんになるだろうなぁ！カレンと結婚出来る人は幸せ者だね！君もそう思うだろ？ルルーシュ！
カレン,ちょ・・・待って・・・
ルルーシュ,そうなのか？
スザク,そうだよ！いやぁ、カレンは本当に素敵な女の子だなぁ！ねぇ、ルルーシュ！
ルルーシュ,あ、あぁ・・・
リヴァル,コロッケ１つでそんなに褒めるなんて、何か弱みでも握られてんのかな？
シャーリー,む・・・カレンに料理習おうかなぁ・・・
カレン,このバカ！このコロッケはね、冷凍食品だよ！
スザク,こんな美味しいコロッケを食べれて僕は幸せだよ。ははは
カレン,しかも、何このあからさまな誉め方は！？応援どころか、これじゃ逆に心象悪くなるだけじゃない！後でぶん殴ってやる！とにかく、いまは話題を変えないと・・・。そ、そういえばスザク！ユーフェミアさんと昨日何かあったりした？
スザク,え？何もないよ？
シャーリー,あれ、ホントに？
スザク,うん
シャーリー,・・・そっか。ユーフェミアさんに告白したんじゃなかったのかなぁ・・・？
リヴァル,そういえば、昨日さぁ・・・
ルルーシュ,会長、折り入って相談があるのですが
ミレイ,え？私と付き合いたいって！？
シャーリー,ルル！？
ナナリー,・・・ふふ
ルルーシュ,違います。実は合宿に一人連れて行きたい人が居るのですが
ミレイ,だれだれ？
ルルーシュ,同じクラスのC.C.というやつです。留学から帰ってきたばかりで友人が居ないので、この合宿で作って貰おうかと
ミレイ,なるほどねぇ～！OKよ！
ルルーシュ,ありがとうございます
ミレイ,実を言うと、私たちもC.C.を誘うつもりだったのよ。あと、アーニャと同じクラスのカグヤって子も
ルルーシュ,何故ですか？
ミレイ,シィークレット！秘密よ
ルルーシュ,そうですか。あと、教頭先生たちは日帰りですよね？帰りのクルマを出して貰うためにも咲世子さんに来てもらおうかと思うのですが
ミレイ,確かにそうね！じゃあ、お願いして良い？
ルルーシュ,はい
ミレイ,お願いね！で、アーニャ。カグヤは来てくれるって？
アーニャ,うん
ミレイ,そか。良かった
スザク,え？カグヤも来るのか？
ミレイ,あら？スザク君知り合い？
スザク,はい。親戚です
ミレイ,すごい偶然ね！
カレン,世間は狭いわね
ミレイ,スザク君、ユーフェミアさんは？
スザク,さっきメールしたら来るって言っていました
ミレイ,そかそか！ところでぇ、後でスザク君に聞きたい事があるからちょっと残ってね？
スザク,分かりました
ニーナ,結局来るのは何人？
リヴァル,んーと、まず生徒会メンバーっしょ？会長、オレ、ルルーシュ、カレン、シャーリー、スザク、ジノ、アーニャ、ニーナ、ナナリーの１０人かな
シャーリー,あとは生徒会以外の学生でC.C.、ユーフェミアさん、カグヤさん。引率がヴィレッタ先生とコーネリア先生、咲世子さん。行くのは合計１６人だね
カレン,あと、行きは教頭先生たちと一緒に行くんでしょ。教頭先生、ギルフォード先生、藤堂先生、千葉先生、あと玉城だよね
ジノ,先生たちクルマ出してくれんだろ？誰がどの先生のクルマに乗るか決めた方が良いんじゃないか？
ミレイ,そうね。教頭先生は先に行かなきゃいけないらしいから教頭先生を除いて、玉城以外の大人がクルマを出してくれるから６台あるわね。１台につきドライバーも含めて乗員は３、４人ってところかしら
リヴァル,どうやって班分けをするんですか？
ミレイ,くじ引きで決めよ～！いま居ない人たちや玉城の分も勝手に決めちゃいましょう！
シャーリー,ルルと一緒になりたかったなぁ。まぁ、いっか。C.C.と会長が一緒なら楽しそうだし
スザク,これはPSP持って行かなきゃなぁ。でも、あの真面目なメガネ先生の前でゲームやったら怒られないかな・・・？
カレン,え？なにこの空気が重くなりそうな班は・・・
ナナリー,三姉妹で行くのですか。お兄様も一緒なら家族旅行になったのに
ジノ,こりゃ、移動中ひたすら通信対戦出来るな。へへ、楽しみだ！リヴァルも居れば３人で出来たのになぁ
アーニャ,・・・アッシュフォード学園七不思議の１つの張本人と一緒。超突猛進娘に聞いてもらおう
リヴァル,オレ以外大人って・・・気まずいなぁ。オレ、ルルーシュんとこのメイドさんとあんまり話したことないしなぁ・・・
ルルーシュ,初対面のやつと一緒か・・・
ミレイ,藤堂先生のどういう所が好きかとことん聞いてやろーっと！ふふ
ニーナ,いやぁ！ユーフェミアさまと一緒になりたかったのに・・・。大人の男が居るなんて最悪！
ミレイ,じゃ、あとはレジュメを参考に！明日は遅れちゃだめよ！今日は解散！
ルルーシュ,ナナリー、帰って明日の準備をしよう
ナナリー,はい！皆様お先に失礼します
ジノ,リヴァル、オヤツ買いにいこうぜ！
リヴァル,そうだな
ミレイ,さて、と！スザクくん。全部話して楽になろっか？
スザク,どういう事ですか？
アーニャ,昨日ユーフェミアさんと何かあった？
ニーナ,え・・・
スザク,それ、さっきカレンにも聞かれたけど・・・特に何もないよ
ミレイ,本当に？
スザク,はい
ミレイ,昨日ルルーシュとはどういう話をしてたのかな？
スザク,話をするつもりだったんですが、話す前にルルーシュが倒れてしまったので家に送って終わりました
ミレイ,え？何があったの？
スザク,たぶん野球ボールが頭にぶつかって気絶したんじゃないかと・・・
ニーナ,かっこ悪い・・・
ミレイ,そっかぁ。つまり相談出来なかったらアタックしなかったって事ね！
シャーリー,あぁ。なるほど
スザク,アタック・・・ですか？
ミレイ,言わなくても良いわよ！全部わかってるから！合宿で頑張ってね
スザク,はぁ・・・
ミレイ,話はそんだけ！帰りましょうか
ニーナ,うん
アーニャ,私も
シャーリー,私は水泳部に行ってきます
ミレイ,じゃ、また明日ね！
スザク,お疲れ様です
カレン,・・・
スザク,カレンは帰らないのかい？
カレン,その前にスザクにちょっと話があるんだけど、屋上に行かない？
スザク,あぁ、うん。そういえば昼食時間の僕のアシストはどうだった？我ながら完璧だったと思うんだけど。あっ、もしかしてそのお礼かな？
カレン,そうね。その話をしようと思っていたの。たっぷりお礼がしたいわ・・・
スザク,いやぁ、こんなのお安い御用だよ。これからも僕に任せてくれ。はは
ユーフェミア,こんばんはぁ
コーネリア,ルルーシュ！宣言通り鍛えに来てやったぞ！
ルルーシュ,せ、先生・・・本当にやるのですか？
コーネリア,こら！いまは学内ではないぞ！先生などと他人行儀で呼ぶな！
ルルーシュ,は、はい。とりあえず中へ・・・
スザク,ルルーシュ、お客さんかい？
ナナリー,お姉さま！お待ちしていました！
コーネリア,ナナリー！会いたかったぞ！
ユーフェミア,スザク！どうしてここに？
スザク,やぁ、ユフィ。明日合宿だろ？家に帰ったら寝坊しそうだから今夜はルルーシュの家に泊まって一緒に行くことにしたんだ
ユーフェミア,なるほど。でも、なんでそんな顔がボロボロになってるんですか？
スザク,はは、赤鬼の反感を買ってしまって・・・
ユーフェミア,？
コーネリア,ユフィ、私たちもルルーシュの家に泊まるぞ！
ユーフェミア,お姉さま！名案ですね！
ルルーシュ,なっ！？
ナナリー,良いですね！
コーネリア,決まりだな！あとで荷物を取ってこよう
ルルーシュ,ほ、本当に泊まるのですか？
コーネリア,勿論だ！
C.C.,なにやら賑やかだな？
コーネリア,な！？何故C.C.が居る！？
C.C.,一緒に住んでいるからに決まっているだろう
ユーフェミア,まぁ！
コーネリア,なにぃ！？同棲だと！？
ルルーシュ,違います、姉上
コーネリア,なんて羨まし・・・けしからん！お前たちはまだ未成年だぞ！
C.C.,将来を約束した仲なんだ。別に少しくらい早くても問題ないだろう？
ルルーシュ,おい！何を言っている！？
コーネリア,なんだと！？これは私も住み着いて監督するべきか
C.C.,ルルーシュは任せろ。お姉さま
ナナリー,うふふ。・・・笑えない冗談は嫌いです
C.C.,っ！。・・・冗談はさておき、ただ居候させて貰っているだけだ
ユーフェミア,そうなんですか
コーネリア,それでも問題だ！間違いがあってからでは遅いんだぞ！
C.C.,私の事なら心配するな。この坊やにそんな度胸はない
コーネリア,何を言っている？お前がルルーシュを襲わないか心配しているんだ！
C.C.,なっ
コーネリア,見ての通りルルーシュはモヤシだ！お前に押し倒されたら振りほどけないだろう！
ルルーシュ,まさか。女に負けるほど非力ではないですよ
C.C.,でないと、さすがに困るぞ
コーネリア,話はさておき、時間がもったいない。行くぞ、ルルーシュ！ランニングだ！
ルルーシュ,本当にやるのですか？
コーネリア,勿論だ！はやく来い
ルルーシュ,しかし・・・
コーネリア,・・・そんなにイヤなのか？
C.C.,覚悟を決めてやったらどうだ？涙目になっているぞ
ルルーシュ,・・・分かりました。行きましょう、姉上
コーネリア,よし！ついてこい！
ルルーシュ,というわけで、ちょっと外に出てくるよ。ナナリー
ナナリー,私も行きます
C.C.,頑張って来い
ナナリー,コーネリア姉さまと二人っきりにさせたら何があるか分かりませんからね
C.C.,ルルーシュ、お前の家族は恐ろしいヤツばかりだな・・・。さてと、部屋に戻ってゴシップガールの続きでも見るとするか
ユーフェミア,・・・二人きりになっちゃいましたね
スザク,うん・・・
ユーフェミア,そういえば、このまえ私が作ったスペシャルブレンド紅茶の味はどうでした？
スザク,なんだっけ？
ユーフェミア,もう！忘れたんですか？バイト先で私が日々研究しているブレンド紅茶をスザクが勝手に飲んじゃったじゃないですか！
スザク,あぁ、あれか！ごめんごめん。喉が渇いちゃってたからさ。凄く美味しかったよ！
ユーフェミア,本当ですか？
スザク,うん！店のメニューに入れられるんじゃないかな？
ユーフェミア,嬉しいです。今度ロイドさんに提案してみます
スザク,そういえば、あの日からルルーシュへの気持ちが大きくなって我慢できなくなったんだったっけ・・・今となっては良い思い出だけど
ユーフェミア,うーん・・・眠くなってきちゃいました。昨日、閉店までバイト入っていたからかな
スザク,もう寝たらどうだい？
ユーフェミア,ちょっと横になります。スザク、ひざまくらしてくれますか？
スザク,僕は構わないけど
ユーフェミア,それじゃ失礼します
スザク,ユフィ・・・
ユーフェミア,私、うまく出来るかな・・・明日
スザク,ユフィ、君は・・・大丈夫だよ！みんな喜んでいたよ。君が参加する事に
ユーフェミア,よかったぁ・・・
スザク,可愛いなぁ
ユーフェミア,おかしいな・・・あなたの顔、見えない・・・
スザク,それは目を閉じているからだよ
ユーフェミア,ふふ。恥ずかしさを紛らわすために閉じざるを得ないんですよ？・・・私も生徒会に入りたかったなぁ・・・
スザク,ユフィ、今からでも行けるよ！楽しい生徒会だよ。・・・君と・・・
ユーフェミア,ふふ、そうね。スザク・・・あなたにあえて・・・
スザク,ユフィ？
ユーフェミア,むにゃむにゃ・・・
スザク,寝ちゃったのか
咲世子,買い物から帰ってきて早々、面白いものが見れましたね。もう暫く盗み見させて頂きましょう
ルルーシュ,はぁ・・・はぁ・・・
ナナリー,頑張ってください！おにいさま！
コーネリア,ほら！ルルーシュ、頑張れ！妹よりも遅いのは正直情けないぞ！
ルルーシュ,くそ・・・はぁ・・・はぁ・・・
コーネリア,少し休憩してやるか
ルルーシュ,ふぅ・・・ふぅ・・・二人とも何故汗１つかいてないのですか？
コーネリア,こんな寒い外で、こんな遅いペースで走ってたら汗などかくわけないだろう
ルルーシュ,はぁ・・・はぁ・・・オレの全力が・・・遅いペースとは・・・さすが姉上ですね
ナナリー,お兄さま・・・あれが全力なのですか・・・
ルルーシュ,ナナリー！？そんな目でオレを見ないでくれ！
ナナリー,大丈夫です！マラソン大会では、お兄さまの分まで私が走りますから！
コーネリア,こらこら、ナナリー。それではルルーシュの為にならんぞ
ナナリー,そうですね。愛の鞭も時には必要ですよね
コーネリア,分かってくれたか！さすがナナリーだ
ナナリー,うふふ
ルルーシュ,仲良いな。オレだけのナナリーを取られて複雑な気分だ
コーネリア,よし！休憩終了だ！第二ラウンドと行くぞ！さぁ、走るぞ！
ナナリー,はい！
ルルーシュ,ま、まだ走るのですか・・・。ぜぇ・・・ぜぇ・・・。もう二度とこんなに走りたくない
コーネリア,一日だけでは全然足りんな。これからも定期的に鍛えてやるから安心しろ
ルルーシュ,さすがに・・・それは迷惑になるので自分で頑張ります
コーネリア,迷惑なものか！私に任せておけ！
ルルーシュ,くっ・・・この苦しみをまた味わうと言うのか・・・
ナナリー,また、お姉さまが来てくれるのですか？楽しみにしてますね！
コーネリア,もぅ。ナナリーは可愛いな。ユフィ！帰ったぞ・・・ッ！
スザク,あ、お帰りなさい
コーネリア,枢木・・・貴様、ユフィに何をしている！？
スザク,何って膝枕ですが・・・
コーネリア,貴様！私のユフィになんてことをッ！歯を食いしばれ！
スザク,え？。うぐっ！
ルルーシュ,あ、姉上！？
コーネリア,一発で済むと思うなよ？10発は覚悟しろ！２発目だ！
スザク,うっ。な、なんで・・・！？
ユーフェミア,むにゃ・・・あら、わたし寝ちゃってた？あっ、お帰りなさい。お姉さま
コーネリア,ユフィ！危なかったな！私が来たからにはもう安心だぞ！
ユーフェミア,何の事ですか？
コーネリア,枢木のやつがお前が寝ていたのを良いことに膝枕をしていたんだ！怒っていいぞ！
ユーフェミア,いえ、それは私が頼んだんですよ
コーネリア,な、なんだと・・・
ユーフェミア,スザク、ありがとうございました
スザク,いや、いいよ
ユーフェミア,ふふ
コーネリア,くっ・・・！次からは気を付けるんだな枢木！
スザク,はぁ・・・
ユーフェミア,何かあったんですか？
スザク,実は・・・コーネリア何もない！。・・・何もないよ、ユフィ
ユーフェミア,そうですか
ルルーシュ,スザク、気の毒に・・・。今日も色々あったな。メモの更新をするか
07.ナナリー,だったら嬉しい
ルルーシュ,それにしても、まさかスザクが対象に入っていたのは驚きだったな・・・。だが、一気に前に進んだ。明日の合宿参加者の中にも対象者が居るかもしれない。気を引き締めていこう
コーネリア,ルルーシュ！一緒に寝るぞ！
ルルーシュ,ひゃ！？あ、姉上！？
コーネリア,驚きすぎじゃないか？
ルルーシュ,ノックくらいしてください！いきなりはビックリします
コーネリア,固い事を言うな。私たちの仲じゃないか。ルルーシュのベッドにお邪魔させて貰うぞ
ルルーシュ,さすがにそれはダメです！ナナリーと一緒に寝て下さい！
コーネリア,なに？そうか・・・。出来れば二人で寝たかったがお前がそう言うなら仕方ない。３人で寝るか
ルルーシュ,それじゃ何の解決にもなっていませんよ
コーネリア,お前もついに反抗期か
ルルーシュ,普通の反応です。それよりもユフィの側に居てあげてはどうですか？スザクも同じ家に居るのですよ？
コーネリア,くっ！確かにあれだけの制裁じゃ足りなかったかもしれん！ユフィを守らなくては！
ルルーシュ,すまない、スザク・・・
次回Turn4,黒の騎士談
Turn4,黒の騎士談
リヴァル,ちわ～
ミレイ,もう！おっそーい！リヴァルが最後よ！
リヴァル,まじですか！？まだ集合時間の１０分前じゃないすか
カレン,いや、まだ玉城が来てませんよ
ミレイ,あっ、忘れてた
コーネリア,あいつなら別に置いて行っても問題ないんじゃないか？
ユーフェミア,お姉さまそれはヒドイですよ
コーネリア,す、すまない
リヴァル,妹に頭が上がらないところ、姫さまとお前そっくりだよなぁ
ルルーシュ,ほっとけ
玉城,わりぃわりぃ！ちょっと遅れちまったぜ！
千葉,ようやく来たか
ギルフォード,では行きますか
ミレイ,じゃ、さっき話した通り各自自分の乗るクルマに乗せてもらいなさーい！
カグヤ,はーい！
ヴィレッタ,私の車に乗るのはお前ら二人だけだったか？
ルルーシュ,えぇ
カグヤ,よろしくお願いします！
ヴィレッタ,そうか。では、出発するとしよう
カグヤ,はじめまして、ルルーシュさま。カグヤと申します。いつもナナリーにお世話になっています
ルルーシュ,ルルーシュだ。よろしくな
カグヤ,私、ずっとお会いしたかったんですよ？
ルルーシュ,顔近い・・・
カグヤ,ルルーシュさまといっぱいお話したかったんで二人きりになれて嬉しいです
ヴィレッタ,私も居るのだが・・・
カグヤ,背、結構大きいですよね。でも、安心してください！すぐ追いつきますので
ルルーシュ,はぁ・・・
カグヤ,ルルーシュさまって生徒会の副会長なんですよね。ご立派です
ルルーシュ,そんな事はないが
ヴィレッタ,それにしても・・・
カグヤ,ルルーシュさまって、女性の髪型や服装の好みってありますか？
