白菊ほたる,……はぁ
奈緒,え、あたしは……えーとそうだな……
フレデリカ,とりあえずアカペラで何か歌ってもらって場をごまかしてもらおっか。その間になんとかする方向で
奈緒,はぁ！？
茄子,奈緒ちゃんの双肩に全てがかかってるんですね
ほたる,が、頑張って下さい、奈緒さん
奈緒,2人までなんで！？
裕子,では問題が起こったら奈緒さんのアカペラで会場を温めて……
フレデリカ,フレちゃんたちは舞台袖のスタッフさんと意思疎通できるようにしとこっか。部署に言えば小さなＬＥＤ掲示板とか用意してくれるかな～
奈緒,え、あたしがアカペラするの確定なのか！？
ほたる,もし照明とかも消えたら……危ないのでステージの中央に集まった方がいいかもしれませんね……
茄子,そうですね。暗闇に乗じて何かする、なんていう不届きなファンの方はいらっしゃらないでしょうけど、みんなで集まって手を繋いでおくっていうのがいいかもしれませんね♪
裕子,いざとなったらインカムも外せるように練習しときましょう！私はサイキックテレパシーで喋らずに意思疎通出来ますけど、私たちの不安な声が会場に響いたらファンの方もびっくりしちゃいますからね！
奈緒,ちょ、ちょっと、お前ら！
フレデリカ,よっし、それじゃあナオちゃん、今まで出たアイデアをこのフレちゃん特製キャンパスノートに記入ヨロシクっ！みんなでもっと素晴らしいアイデアを出していこー！
裕子,私たちの中で一番字が綺麗ですからね、奈緒さん！綺麗な字で書かれたノートってなんかいいですよね！
奈緒,あ、うん……うん？なんか流されてるような……？
フレデリカ,それじゃあ次は、更なる未知の問題に備え、自動車教習所の学科とかでよくやるもしかしたら○○が起こって××かもしれないって感じの事を考えてみよっか！
茄子,フレデリカちゃん、免許持ってるんですか？
フレデリカ,ううん、持ってないよー。ダイヨンに車が好きなアイドルがいて、その人に教えてもらったの。楽しそうだから1回やってみたかったんだ～
裕子,つまりアレですね、もしかしたら邪悪なエスパー集団が襲ってきて、エスパーアイドルユッコが大活躍するかもしれない！とかそういう感じのやつですね！
フレデリカ,そうそうそれそれ～
奈緒,いやそんな事はまず起こらないだろ……
ほたる,もしかしたら会場の真上に隕石が落ちてきて、未曽有の大災害になるかもしれません……
奈緒,怖えーよ！もっとねーよそれは！ていうかそんな場面に遭遇してどう対処しろって言うんだよ！
茄子,でももしかしたらその隕石には未知の素晴らしいエネルギーが詰まっていて、世界のありとあらゆる問題を解消して悠久の平和が訪れるかもしれないですね♪
奈緒,いやいやいや！そんな展開今時アニメでも見ないですよ！
フレデリカ,さらにもしかしたらその悠久の平和も仮初めのもので、そのエネルギーを手中に収めて世界征服をしようとする一団が現れるかもしれないのであった……
奈緒,話飛びすぎだろ！もうライブ全然関係ないじゃん！
裕子,もしかしたらそれを未来予知した悪のエスパー集団がライブ会場を襲いに来て、正義のエスパーアイドルユッコが大活躍するかもしれませんね！
奈緒,一周した！一周して戻ってきちゃったから！お前らもう少し真面目に考えろよぉ！
ほたる,……そんな風にみなさんで色んな案を出し合っていると、とても楽しくて、いつの間にか私も笑っていました。……まともな案は全然出ませんでしたけど。でも、私の中の不安も……少し小さくなってくれた……ような気がしました
ちひろ,いよいよ来週ですね、ほたるちゃんの……バックダンサーですけど、初ステージ
Ｐ,…………
ちひろ,最近はほたるちゃんもすごく楽しそうですし、やっぱり一緒に夢を目指すアイドル仲間がいるっていうのはいい事なんですね
Ｐ,一人じゃないんだよと歌って、彼女の胸が張り裂けてしまえばいい
ちひろ,……という訳で、そろそろ２人目、スカウトとかしてきません？
Ｐ,……失い続ける事で何かに必死になれる力が宿るのなら、満たされていないってのは幸せなのかな
ちひろ,まぁそんな感じの事を言われるんじゃないかなーとは思ってましたよ。ほたるちゃんの大事な時期ですもんね。不器用なプロデューサーさんには一気に２人の面倒を見るのは無理ですよね
Ｐ,僕が一番分かってる、僕の弱さなら
ちひろ,はいはい、そうですね
ほたる,……おはようございます
ちひろ,あ、おはようございます、ほたるちゃん！
Ｐ,…………
ほたる,はい……おはようございます、ちひろさん、プロデューサーさん……
Ｐ,……？
ちひろ,今日もレッスンでしたね。どうですか、調子は？
ほたる,……みなさん、とても優しい方たちなので……助けられながら頑張ってます
ちひろ,そうでしたか。もう来週が本番ですもんね。あんまり無理はしすぎないようにしてくださいね？
ほたる,はい。……期待に応えられるように頑張ります
Ｐ,…………。押し殺したホントの気持ちが胸倉に掴みかかる
ちひろ,ん、どうしたんです、プロデューサーさん？スカウトに行く気になりましたか？
Ｐ,……駄目な僕が駄目な魂を、駄目なりに燃やして描く未来が本当に駄目な訳ないよ
ちひろ,珍しくやる気満々ですね。バッグはともかくなんでギターまで持っていこうとしてるのかはちょっと謎ですけど……プロデューサーさんも頑張って下さいね
ほたる,プロデューサーさんも外に出るんですね。途中まで一緒に行きませんか……？
Ｐ,…………
ほたる,それじゃあちひろさん、行ってきますね……
ちひろ,はい。行ってらっしゃい、2人とも
ほたる,プロデューサーさんは１階ですよね？私はレッスンルームだから２階――。――のボタンを押そうとした私の手をプロデューサーさんは制しました
Ｐ,…………
ほたる,え？
Ｐ,上手くいかねぇや、っていつもの事だろ。不出来な人間なのは痛いほど分かってる。さっき飲み込んだあの言葉は日の目を見る事もきっとないんだろうな
ほたる,…………。プロデューサーさんはそう言い、１階のボタンだけを押しました
Ｐ,そうやって積もった部屋の埃みたいな感傷が、僕らを息苦しくさせてるんなら。自分を守りたくて閉め切ったドアも窓も、無理してでも開けなきゃ、窒息しちゃうよ
ほたる,小さな声で言葉を紡ぐ間に、エレベーターは、私が降りるはずだった２階を通り過ぎました。ボタンを押そうとすればすぐに押せたのに、私の腕は動いてくれませんでした
Ｐ,悩みはどうせ消えない
ほたる,エレベーターが１階に到着すると、プロデューサーさんは私の手を取り、歩きだしました。レッスンルームに行かなきゃ、もうすぐ本番なんだからしっかり練習しなきゃ、みなさんに迷惑をかけないように頑張らなきゃ。そういう気持ちが浮かんで、でもプロデューサーさんの手がとても温かく、私はそれに抗う事が出来ません
Ｐ,そうだ、僕も君ももう一度新しく生まれ変われるよ。傷ついて笑うのは金輪際もうやめにしよう
ほたる,……というより、最初から抗う気持ちがなかったのかもしれません。プロデューサーさんに手を引かれ、ＣＧプロダクションから私たちは抜け出しました。自動ドアが開いて、吹き抜けた風からは何となく懐かしい匂いがした気がします。それだけで、私の頭がスッと冴えたような気がしました。どこか重苦しかった胸の内が少し軽くなったような気がしました。気付けば、私はプロデューサーさんの隣に並び、歩調を合わせて歩いていました。都心から電車を乗り継いで２時間弱。私とプロデューサーさんは東京の最西端の駅にいます。電車の中では、プロデューサーさんはいつも通りにほとんど無言でした。でもその静かな空気が妙に居心地よく、車窓から流れる景色にどんどん緑色が多くなるのを、少しワクワクしながら見ている自分がいました。途中に小ぢんまりとしたターミナル駅で乗り換えた電車からは押しボタンでのドア開閉で、駅の雰囲気や人の少なさも相まって、なんだか鳥取にいるような安心感も感じました。レッスンもなにも投げ出して、プロデューサーさんと２人で逃避行。言葉にすると大変ダメな字面になりますが、それをとても楽しいと思ってしまいます。ここは……キャンプ場……ですか？
Ｐ,…………
ほたる,駅から歩いて１５分ほどでしょうか。木で組まれたロッジ、ロープで纏められた薪、簡単な水道施設……。テレビなんかでは見た事がありましたが、こうして実際に見るのは初めてでした
Ｐ,…………
ほたる,プロデューサーさんは私にここで待っているように、という仕草をすると、受付らしい小屋に入っていきました。一人になり手持無沙汰になった私は、キャンプ場を見回してみます。今はもう中秋の名月も通り過ぎた晩秋、それに平日の午後です。やや西日になり、赤みを帯びてきた太陽に照らされた広場には私たち以外の利用客はいないようでした。風に揺れる木立がサワサワと葉をこすり合わせる音と、近くに流れる川のせせらぎ、時折思い出したように鳴く鳥の声が、閑散としたキャンプ場に響きます。それらは物悲しい響き……と、一般的には評されるのかもしれませんが、今の私には心地いい音色に聞こえました。……もしかしたら、ちょっと疲れていたのかもしれません
Ｐ,…………
ほたる,あ、プロデューサーさん……。しばらくぼんやりしていたら、事務所から背負っているギターケースとバッグに加え、小さな薪や着火するための道具なんかも抱えたプロデューサーさんが戻ってきました。私も少し持ちますね
Ｐ,……AndIwillsay、ありがとう
ほたる,……ふふ、やっぱりプロデューサーさんってプロデューサーさんですね。変なお礼の言い方に思わず笑ってしまいました。プロデューサーさんはそんな私を見て、少し安心したような顔をしていました。プロデューサーさんとキャンプ場の一角に陣取ると、そこでプロデューサーさんは傘が開いたような形に薪を組みました。私にも何か手伝える事はないかと思ったのですが、ものすごく手際よく薪を組む手つきを見ていると、邪魔になってしまうだけに思えました。こういう経験があるんですか、と尋ねてみたら、一度やってみたかったから手順を調べた、といったようなニュアンスの言葉を返されました。言葉少なく話をしているうちに、プロデューサーさんは組んだ薪の中央部に丸めた新聞紙を詰め、火をつけました。その火は次第に薪にも移り始め、しばらくすると、テレビや漫画などでよく見る焚き火のような形で炎が立ち上がりました。パチパチと薪の爆ぜる小さな音、ゆらゆらと揺れる炎。しばらく無言で、プロデューサーさんと私は並んで座りながら、それを眺めていました。…………
Ｐ,…………
ほたる,……プロデューサーさん
Ｐ,……？
ほたる,……ありがとうございます
Ｐ,…………
ほたる,私……自分で気付かないうちに……いっぱい不安を抱え込んでました
Ｐ,…………
ほたる,カプリスエスパーオトメのみなさんも、茄子さんも、とても優しいんです
Ｐ,…………
ほたる,私の不幸体質でライブが台無しにならないか……そんな弱音を漏らしたら、じゃあみんなで対策を考えようってフレデリカさんが言ってくれて……
Ｐ,…………
ほたる,レッスンでも裕子さんや奈緒さんがいつも励ましてくれて、悩みがあると茄子さんがすぐに気づいてくれて……
Ｐ,…………
ほたる,みなさん、とても……とっても優しんです。だから私は……絶対にライブを成功させたい、私なんかを気遣ってくれるみなさんに幸せになって欲しいって……ちょっと気負いすぎてたのかもしれないです
Ｐ,…………
ほたる,だから、どんなに小さな不備でも見逃したくない、どんな不幸が来ても全部に対策を考えてなんとかしたいって……考えすぎていたのかもしれないです
Ｐ,…………
ほたる,悩みだしたらキリがない……って、プロデューサーさんは言ってくれてました。それも忘れるくらい、自分で自分を追い込んでいたのかもしれません
Ｐ,…………
ほたる,……不幸体質だから、なんて、もしかしたら私の逃げ口上だったのかもしれませんね。なんとなく、ですけど……今、そう思いました
Ｐ,…………
ほたる,…………
Ｐ,……どっかで陰が落ちれば、どっかに光は射すもの。どこに立っているかくらいで不幸せとは決まらねえ
ほたる,…………
Ｐ,昨日から雨は止まない、でも傘なんて持ってない。悲痛、現実……僕らはいつも雨曝しで
ほたる,…………
Ｐ,……って言う、諦めの果てでそれでもって僕ら言わなくちゃ。遠くで戦っている、友よ挫けるな
ほたる,…………
Ｐ,…………
ほたる,プロデューサーさん？
Ｐ,…………
ほたる,プロデューサーさんはギターケースからギターを取り出して傍らに置きました。それからバッグからも、何枚かの便箋を取り出しました
Ｐ,…………
ほたる,そして手に持った便箋を、少し迷ってからクシャクシャに丸めると、それを焚き火の炎の中に投げ入れました。……何を燃やしたんですか？
Ｐ,……出せなかった手紙
ほたる,プロデューサーさんはそれだけを呟くと、次もバッグから、今度は小脇に抱えられるくらいの量の書類を取り出しました
Ｐ,ポケット地図、就業証明証、電気水道ガス請求書……
ほたる,そしてそれらをためらう事なく炎の中に投げ入れていきました
Ｐ,昨日出来たはずの世紀の名曲は、掃いて捨てる程ある駄作にも埋もれる駄作だ
ほたる,次は何かの楽譜を取り出して、それも炎の中に投げ入れます。投げ入れられたそれらはあっという間に黒ずみ、燃えて灰になっていきました
Ｐ,…………
ほたる,それを見届けてから、プロデューサーさんは私の隣に座り、ギターを奏で始めました
Ｐ,……燃えろ燃えろ全部燃えろこれまで積み上げたガラクタも。そいつを大事にしてた僕も奇跡にすがる浅ましさも。雨にも負けて風にも負けて雪にも夏の暑さにも負けて。それでも人生って奴には負けるわけにはいかない。一人立ち尽くすそこはまるで焼け野原
ほたる,…………。それは私に言い聞かせているのか、プロデューサーさん自身に向けて歌っているのか。分かりませんが、私はただその弾き語りに耳を傾けます
Ｐ,どうせ未来は終点の袋小路新しい自分を見つけたいと願うなら。過去の事は燃やしてしまおうぜ灰になるまで。燃えろ燃えろ全部燃えろ古い物は全部投げ入れろ。高くそびえ立つこの炎この先照らすかがり火としよう。雨にも負けて風にも負けて雪にも夏の暑さにも負けて。それでも人生って奴には負けるわけにはいかない。燃えろ燃えろ全部燃えろ新しい自分に出会うため。溜息で吹き消すな炎涙で失わせるな炎。雨にも負けて風にも負けて雪にも夏の暑さにも負けて。それでもこの自分って奴には負けるわけにはいかない。一人立ち尽くすそこはまるで焼け野原
ほたる,プロデューサーさんが歌い終わり、最後に大きくギターをかき鳴らした音が消えると、薪がパチパチと爆ぜる音だけが耳に響きます。多分、ですが……これが口下手なプロデューサーさんの精一杯の応援……なんだと思います。……プロデューサーさんの事ですから、もしかしたら本当はこういう事をやってみたかっただけ、という可能性もありますけど。ふふ……ふふふ……。そう思うと、何だかおかしくって、私は笑いだしてしまいました。涙が出るくらい笑ってしまいました
Ｐ,あんたらしい人生ってのはあんたらしい失敗の積み重ね
ほたる,それに気付いているのかいないのか、プロデューサーさんはまたギターを奏でます
Ｐ,一つ一つ積み上げては僕ら積み木で遊ぶ子供みたい。あんたらしく転べばいいあんたらしく立ち上がればいい。他に何もいらねぇよ他に何もいらねぇよ。はやく涙拭けよ笑い飛ばそう僕らの過去。そうだろう今辛いのは戦ってるから逃げないから。そんなあんたを責める事ができる奴なんてどこにもいないんだぜ
ほたる,はい、ありがとうございます……プロデューサーさん……。それからしばらく、プロデューサーさんは気の向くままにギターを奏でていました。私はそれを聞きながら、たまにプロデューサーさんにそれはどんな曲なんですか、なんて質問をしていたりしました。そうしているうちに日が沈みかけ、焚き火の炎も燻り消えそうなほど小さくなりました。……そう言えば、プロデューサーさん
Ｐ,？
ほたる,私たち……黙って出てきちゃってますけど……大丈夫なんですか……？
Ｐ,……！？
ほたる,プロデューサーさんはハッとした顔をして、バッグからスマートフォンを取り出しました
Ｐ,…………
ほたる,そして画面を確認すると、みるみる血の気が引いていっているのが見て取れました。プロデューサーさんからスマートフォンを見せてもらうと、不在着信が79件、未読のメールが61通ありました。差し出し人はちひろさんが9割、残りはトレーナーさんみたいです
Ｐ,…………
ほたる,この世の終わりみたいな顔をしているプロデューサーさんを初めて見ました
Ｐ,……ごめんなさい、ちゃんと言えるかな……
ほたる,だ、大丈夫です、プロデューサーさん！私も一緒に謝りますから！
Ｐ,御免なさい、ちゃんと言わなくちゃ……
ほたる,出発の時とは真逆に、肩を落とすプロデューサーさんを私がどうにか励まし、私たちは帰路につくのでした。キャンプ場から帰ってくると、プロデューサーさんは烈火のごとく怒っていたちひろさんに連絡の一つぐらいは寄越せ、社会人なんだからとカミナリを落とされました。私も一緒に怒られました。無事だったから良かったものの不安で死にそうだったと言われて泣きながら謝りました。そのあと、トレーナーさんにも謝りに行って怒られました。私は今度からはちゃんと連絡してくれよ？くらいで済みましたが、プロデューサーさんはトレーナーさんのスペシャルレッスンフルコースが確定したようで、今までにないくらい落ち込んでいました。ユニットのみなさんからは、謝ろうとしたらプロデューサーとのお忍びデートですか！？とものすごい勢いでからかわれました。……こんな事を言っては不謹慎かもしれませんが、私の為に怒ってくれる人がいるのが嬉しくて、プロデューサーさんと一緒に頭を下げるのがなんだか楽しくて、失態を笑い話にしてくれる仲間のみなさんが温かくて……。昨日まで胸の内につっかえていたものがなくなって、晴れ晴れとスッキリした気持ちになりました
フレデリカ,ふれー、ふれー、フレデリカ―……ってなわけでついに本番だね～
裕子,かつてないさいきっくぱわーの高まりを感じます……今日は成功しそうです、スプーン曲げ！
奈緒,…………
ほたる,ライブ当日、楽屋に集まったみなさんを見て、フレデリカさんと裕子さんがいつも通りな言葉を出します。いつもならそれにツッコミを入れるだろう奈緒さんは無言のままです
茄子,……奈緒ちゃん、緊張してますか？
奈緒,へっ！？べ、べべ別に、あたしはもうライブなんて、な、慣れてるし！？
ほたる,どう見ても緊張してます……震えてますし……
奈緒,そ、そそんなことないからな……この震えは武者ぶり、武者震いだから……！
ほたる,……フレデリカさんがすごい緊張している人が近くにいると逆に冷静になるって言ってましたけど、確かにその通りでした。それに奈緒さんを見ていると、ライブを何回かやった人でもこんなに緊張するんだって思えて、私も少し気持ちが楽になったような気がします。ありがとうございます、奈緒さん
奈緒,お、おお、バッチリ任せろってぇ……
フレデリカ,うん、ナオちゃんもいつも通りのライブ前だね～
裕子,緊張しやすい奈緒さんにはエスパーがおすすめですよ！就職にも有利ですからね、エスパー！
奈緒,だ、だから緊張なんてしてないって平気平気バッチリだよ
フレデリカ,そだね～、ナオちゃんのおかげでカコさんもほたるちゃんもあんま緊張してないみたいだしね～
茄子,いえ……年長者だからしっかりしなきゃって思ってるだけで、実は内心は結構緊張してるんです……
裕子,なんですって！？それはいけませんね……ここは私のさいきっくぱわーで……
茄子,いえ、ユッコちゃんのお手を煩わせる訳にはいきません……だからほたるちゃんをハグできれば緊張も収まる気がします♪
ほたる,え……私をですか……？
フレデリカ,科学の発展にギセイはつきものデース……ほたるちゃん、君の事は忘れないよ……
茄子,リーダーからの許可も出ましたので……えい♪
ほたる,わっ……
茄子,ああ……このちょうどすっぽり腕の中に収まる感じが落ち着きます……
ほたる,か、茄子さんがそれで落ち着けるなら……私も幸せです
茄子,ああもう可愛いですねぇほたるちゃんはー♪
ほたる,茄子さんに抱きしめられながら頭を撫でくり回されています。普段からよくされているので、最近は私もなんだかそうしていると落ち着くようになってしまいました
ダイヨンＰ,おーい、そろそろ本ば――
ほたる,そして楽屋に入ってきたダイヨンのプロデューサーさんはそんな私と茄子さんを見て少し固まり、
フレデリカ,やーん、プロデューサーってばえっちぃなー、乙女の花園にノックもなしで入ってくるなんて～
ダイヨンＰ,――失礼しました
ほたる,フレデリカさんの言葉で恐らく何かを勘違いして出てきました。ち、違いますよ、ダイヨンのプロデューサーさん……！
フレデリカ,あー、へーきへーき、ほたるちゃん。プロデューサーには私から上手く言っておくからね
ほたる,そう言ってウィンクをされましたが、それが更に勘違いを加速させるような気がしてなりません
フレデリカ,さってと、そろそろ始まるね。みんな、行こっか～
裕子,はい！エスパー担当として、さいきっくぱわーで会場をどっかんどっかん言わせますよ！
奈緒,…………
ほたる,な、奈緒さん、もうすぐ本番ですから、行きましょう
茄子,反応がないですね
フレデリカ,んー？そしたらみんなで奈緒ちゃん抱えてこっかー
ほたる,フレデリカさんはそう言うと、裕子さんと一緒に両脇から奈緒さんを抱えて歩きだしました。……ライブ前はいつもこうなんでしょう、すごい扱いになれてるみたいです。カプリスエスパーオトメは現在売り出し中のユニット、という事で、小さなイベントを除いて単独ライブを行うのは今回が２度目という事でした。ライブ会場もまだ中規模を下回るくらいのとこしかいっぱいに出来ないんだよね～とフレデリカさんは言っていましたが、リハーサルで立ったステージからの景色はものすごく広く、これでも小さな会場なんだと思うと気の遠くなるような気持ちでした。その舞台で、フレデリカさん、裕子さん、奈緒さんが躍動しています。ステージライトを浴びて、お客さんの振るたくさんのサイリウムを眼前に、堂々と。今日はバックダンサーとしての舞台ですが、私もいつか、あの舞台に主役で立てるように……精いっぱい、みなさんのサポートをしよう。３人の姿を見ていると、そういう思いが私の中でどんどん大きくなっていきました
フレデリカ,みんなー、盛り上がってる～？
奈緒,いい声だな！あたしがもっともっと盛り上げてやるからなー！！
裕子,でも奈緒さん、さっきまで緊張しすぎてガッチガチでしたよね！
フレデリカ,そだねー、今日もフレちゃんとユッコちゃんに抱えられて楽屋を出てたね～
奈緒,そ、それは今言わなくてもいーだろ！？
フレデリカ,まったく～、今日は同じプロダクションの新人さんがお手伝いに来てくれてるっていうのにねぇ
裕子,その２人より緊張してましたね！
奈緒,だからあれは緊張じゃなくてだな、こう、精神を研ぎ澄ませて集中力を――
フレデリカ,はーい、じゃあここからはもう２人、お手伝いを加えた５人で、盛り上げていくよー！
奈緒,最後まで言わせろよ！？
裕子,それじゃあ、次の曲いってみましょう！
ほたる,舞台のフレデリカさんからウィンクされました。私と茄子さんが加わる合図です
茄子,ほたるちゃん、行きましょうか♪
ほたる,はいっ、茄子さんっ。舞台から見た観客席は、サイリウムという星が煌めく夜空みたい。そんな感想を他人事のように思った気がします。曲が流れ始めると、自然と、レッスン通りに体が動きました。ただ、レッスンではなかったお客さんの声援。それが体をカッと熱くさせます。時折フレデリカさんと茄子さんと目が合い、微笑みあう、それが楽しくて嬉しくて……。気付いた時には、もう２曲のダンスが終わっていました
フレデリカ,ふぅー！やっぱり５人だとステージが狭いねぇ！
裕子,何度か奈緒さんの髪の毛に絡めとられて転びそうでした！
奈緒,人の髪をヤバいもの扱いすんじゃねー！！。お前らも笑うなー！！
フレデリカ,うーん、でもナオちゃんてそういうキャラだしな～
奈緒,曲の途中にユニットメンバーを髪に絡めとるってどんなキャラだよ！？
裕子,まぁまぁ！ここはエスパーユッコのスプーン曲げでも見て気持ちを落ち着けてください！
奈緒,いやこの話の発端ユッコだからな！？そしてやっぱ今日も持ってきてんのかよスプーン！！
裕子,当たり前じゃないですか！！今日はなんたって５人いますからね、かつてないほどのさいきっくぱわーですよ！！
奈緒,えぇ……
裕子,さぁ！会場の皆さんもさいきっくぱわーをスプーンに！！。むむむむむー……来ました！さいきっくぅー、スプーン曲げ！！
ほたる,裕子さんの掛け声と同時に、会場の照明が全て消えました。演出ではありません。にわかに会場が騒がしくなります
フレデリカ,んーんー、あーあー、まいくてすとまいくてすと～。うわーお、ユッコちゃんすごいすごい、まさか会場のライトまで消しちゃうなんて！
ほたる,どうやらインカムは大丈夫なようで、フレデリカさんが咄嗟にアドリブでＭＣを入れました。私はそれにハッとして、近くにいた茄子さんと手を繋いで、転ばないように気を付けながらステージの中央に向かいました
裕子,……ですが、残念なお知らせがあります
フレデリカ,ん？なになに、どったの？
裕子,スプーンは……曲がりませんでした……！
ほたる,フレデリカさんが何事もなかったようにＭＣを入れたおかげで、お客さんたちもこれが演出だと思ったのでしょう。私たちがステージ中央にたどり着くと、フレデリカさん、裕子さん、奈緒さんも同じように手を繋いで喋っているようでした
フレデリカ,うーん、でもこんなに真っ暗になっちゃうとちょっと困っちゃうかな～
裕子,すみません、みなさん……私のエスパーが強力すぎたために……
奈緒,いやこれだけ強力ならスプーン曲げ成功させろよ！
ほたる,ちらりと舞台袖から小さなＬＥＤ掲示板が見えます。照明ケーブルの断線７、８分所要
フレデリカ,でも実はフレちゃん、こんな事もあろうかとね、考えて来てたんだ
奈緒,……すごく嫌な予感がするんだけど、何を？
フレデリカ,真っ暗な中のお客さんが持ってるサイリウム……綺麗だよね～。まるで満天の星が煌めく夜空みたいだよね～。あー、こんな中、星に関係ある歌をアカペラで歌ったら、きっと気持ちいいんだろうな～……って。ねっ、ナオちゃん♪
奈緒,だと思ったよちくしょう！！
裕子,いいですね、奈緒さん、この前カラオケで歌ってたやつなんてどうですか？
奈緒,カラオケ……ああ、あれか……
フレデリカ,はーい！じゃあナオちゃんが一曲歌ってくれるから、みんな手拍子してね～！サイリウムも振ってあげてね～！。じゃ、ナオちゃん、お願いね♪
奈緒,分かったよ、歌えばいいんだろ歌えば！あーその、アカペラだしアレだから、あんま期待すんなよ。じゃあ……歌うからな。……君の知らない物語
ほたる,インカムを外したフレデリカさんがみんなに話しかけます。それに倣って、私もインカムを外しました。フレデリカさんと裕子さんは、そう言って舞台袖に引き上げていきました。奈緒さんの右手を茄子さん、左手を私が手に取りました。真っ暗な会場で、サイリウムの海へ向けて歌う奈緒さんの手は少し震えていました。緊急事態にアドリブで対応して、予定にない歌をアカペラで歌う……私がその場面を託されたら、緊張と不安で倒れてしまうかもしれません。それをこなせる奈緒さんはとても強い人なんだと思いました。せめて奈緒さんがちょっとでも安心できるように……私は握る手に力を込めました。私たちの声を聞いて、少し奈緒さんの手の震えが収まったような気がしました。……そして、曲も終盤に差し掛かるころ、フレデリカさんが舞台に戻ってきました
奈緒,遠い思い出の君が指をさす。無邪気な声で。……終わり。手拍子、ありがとな
フレデリカ,いやー、やっぱりナオちゃんってやれば出来る子って感じがするよね～
ほたる,インカムを外して一言だけ言葉を交わしあうと、フレデリカさんはすぐにお客さんへ向けて喋りだしました
フレデリカ,これはリーダーのフレちゃんとしても負けてられないねー、珍しく頑張っちゃうよっ！。さてさて、それじゃあみんなー、だるーんと盛り上がってね。き・ま・ぐ・れ☆Cafeaulait！
ほたる,フレデリカさんの曲名コールとともに、ステージライトが一斉に点灯し、イントロが流れ出しました。真っ暗な中でのアカペラ、そして衣装を着替えてのソロ曲は一連の演出だと思われたのでしょう。観客席の盛り上がりは今日１番のものになっていました
フレデリカ,それじゃ、アンコールも含めてこれで今日はおしまいっ！
裕子,またエスパーユッコのサイキック武勇伝に新たな１ページが生まれてしまいましたね！
奈緒,そうだな、超能力で明かり消すとか前代未聞だよ
フレデリカ,まぁまぁ。それじゃあみんなー、今日は来てくれてありがとねーっ！
裕子,ありがとうございましたー！！
奈緒,ありがとなー！！
フレデリカ,ばいばーい、またね～！
ほたる,３人のお礼を受けて、お客さんたちは大きな声援を返しています。あくまでサポートメンバーの私と茄子さんはそれを舞台袖から見つめていました
フレデリカ,ふぅー……ぃやったー！大成功だったね、ライブ！
裕子,はい！前回よりもすっごく楽しかったです！
フレデリカ,いぇーい！
裕子,いぇーい！
奈緒,あはは、二人とも喜びすぎだろ！あははは！
フレデリカ,もーナオちゃんもすっごい嬉し恥ずかし～って感じじゃーん？
奈緒,楽しくないとは言ってないもんなー！
裕子,奈緒さんもー、いぇーい！
奈緒,いぇーい！
ほたる,舞台袖に帰ってきた３人はハイタッチをして喜んでいます。無事に大成功で終わる事が出来て……本当に良かったです
フレデリカ,ほたるちゃん！カコさん！２人も～いぇーい！
ほたる,い、いぇーい
茄子,いぇーい♪
奈緒,本っ当に２人には助けられたなー！あの時傍にいてくれなかったらちょっと危なかったかもしれないな！
裕子,えー？でも奈緒さん、なんだかんだノリノリで歌ってたじゃないですかー！
奈緒,いやそりゃあな？本当に満天の星空みたいだったし、途中からどんどんノッていったけどな？いやー気持ちよかったなー！
フレデリカ,さっすがナオちゃん！次はもっとすんごい無茶ぶり考えとくねー！
奈緒,お手柔らかにしてくれよ？あははは！
茄子,ふふ、無事にお手伝い出来て良かったです
ほたる,はい……途中のアクシデントは……もしかしたら私のせいかもしれないですけど……
フレデリカ,んーそうなの？じゃあほたるちゃんにお礼言わないとね！
ほたる,え？
フレデリカ,アクシデントはアクシデントだけど、あれのおかげで盛り上がったしね。それにほたるちゃんがライブ前のレッスンで、何かあったらどうしようって言ってくれたから今日のアドリブが出来たんだよ～。流石にノー準備ぃーであんな事になってたらフレちゃんもパニクっちゃうもん
奈緒,そうそう！まさか本当にアカペラで歌うとは思ってなかったけどさ、やってみたら意外と楽しかったしな！。あたしの歌だけに合わせて揺れるサイリウムと手拍子……クセになりそうだったよ！
裕子,つまり私のエスパーが発動したのもほたるちゃんのおかげなんですね！やはりこれはほたるちゃんと茄子さん、そしてエスパーユッコでのサイキックトリオの結成も視野に入れなくてはいけません！。これはプロデューサーにダイハチとダイキュウからの引き抜きを提案しないと……！
茄子,みなさんを幸せにしてすごいですね、ほたるちゃん
ほたる,い、いえ、そんな……私は何もしてませんし……それにみなさんが幸せなら、きっとそれは茄子さんの幸運のおかげだと思います……
茄子,じゃあ、私は幸運が起こって幸せになりました。それで、ほたるちゃんは不幸を起こしてみんなを幸せにしました……という事ですね♪
ほたる,え、えっと……それは不幸なのかな……
茄子,不幸ですよ～♪みんなの不幸せを願う人にとっての不幸、それをほたるちゃんが引き起こしたんですよ～♪
ほたる,そう……そうだと、嬉しいです
フレデリカ,や～、本当に2人がいてくれて良かったよ～！。今度はバックダンサーとかじゃなくて、フレちゃん率いるカプリスエスパーオトメと、アイドルとしてのほたるちゃん、カコさんでライブがやりたいなー！
裕子,いいですね！協力して一緒に戦うエスパーもいいですが、ライバル関係として切磋琢磨するエスパー……これもまた素晴らしいです！
奈緒,そうだな！いつか一緒に合同でライブしような！絶対、約束だからな！
