高嶋友奈,昔、友達にひどいことを言ってしまった
千景,私方面からは正真正銘の初対面。けれど、今はどうでも良いことよ。……乃木園子、あなたのその身体はバーテックスとの戦いで、そのようになってしまったのかしら？
園子,ごめんね。私、ボーっとしているところがあるから進めてくれて助かるよ。それで、今の質問への返答としては否定になるかな。私、これでもそこそこ強かったんだから
銀,え……？バーテックスに、こんな酷い目にあわされたんじゃ……
園子,えーと……そーだそうだ。千景ちゃんは皆が満開したところを見たんだよね？
千景,……ええ。普段の勇者姿ですら超人を超えているのに、満開で規格外の強さを手に入れていたわ。満開の話題をあえて三ノ輪さんと東郷さんには振らなかったわね。予測が徐々に筋道を辿って真相へと近づいて行く、そんな気配があった
美森,私も……満開を、しました
園子,……。そっか……。咲き誇った花は、ね──満開の後に散華と言う隠された機能があるんだよ
美森,散、華……。華が散るの散華……？
園子,……満開の後、身体のどこかが不自由になったはずだよ
美森,……っ……！
銀,っ！そ、それって！？
園子,それが、満開の代償。その代わり決して勇者は死ぬことはないんだよ。……そして、私は戦い続けて今みたいになっちゃったんだ。全然動けないのは流石にきついけど、元からボーっとするのが得意で良かったかな？
銀,──くっ！……い、痛むんですか……？
園子,痛みはないよ。敵にやられたものじゃないから。満開して戦い続けてこうなっちゃっただけで、敵はちゃんと撃退したよー
美森,た、戦い続けてそうなった……じゃ、じゃあ……その身体は、代償で……？
園子,うん
千景,……乃木園子は、その故意に隠されていた真相を認め、三ノ輪さんと東郷さんの息を呑む音だけが、ただ一度ずつ聞こえていた
銀,へっへーん、今日はラッキーだな～♪。駄菓子屋の前に大当たり増量中！と書かれたガチャガチャなマシンがあったから、何となく一回まわしただけなのに……なんと！大当たりが出ちゃいましたよ！凄くない？。いやー、このヨーヨーめっちゃカッコいいし、アタシって本当はラッキーガールだったりして？。手に入れたのは赤くてギラギラの如何にも当たりって感じのヨーヨー。こいつを見てしまったら遊ばないわけにはいかないってもんよ！……よし！そこの公園でアタシの美技を見せてやる！。ほっ！よっ！。気持ちいいくらいに技が決まっていく。……もしかしたら記憶を失う前のアタシってヨーヨーの達人だったりして？ウシッ！──お次は！ウォークザドッグだ！。へへっ、最高のバッグスピンで犬の散歩も成功ってね！
少女,……
銀,あ、どうも、です。……あちゃー、誰も居ないと思って油断していたら女の子が一人居たのか……。一人ではしゃいでいる恥ずかしいところを見られた、よね……？
少女,……ヨーヨー。凄かった……
銀,あー、つまり一部始終、見ちゃったわけですね……。しかも、気を遣ってわざわざそんな台詞まで！。あははっ、粗末な技を見せてしまってごめんねー……
少女,……。……他にも。できる？
銀,え？他にも？……はい！アラウンド・ザ・ワールド！
少女,……おぉ……！
銀,しきりに目を輝かせてくれるのが嬉しくて、アタシはついつい色んな技を披露してしまう。──そんなこんなで、気付けばそれなりの時間が過ぎ、空がすっかり真っ赤に染まっていた。いやー、アタシってば本当に調子に乗りやすくて困っちゃうよねー？その……いっぱいつき合わせてしまって、ごめんなさい
少女,……ううん。楽しかった
銀,え、そう……？はっ！実は見る人を魅了させる超絶美技をアタシは披露してしまっていたとか！？
少女,……そこまでは。言ってない……
銀,ですよねー
少女,……。……よくこの公園。……来る？
銀,うーん、買い物とかで通りかかるけど、遊びに来たのは結構久しぶりかな？
少女,……そう。じゃあまた会える。……かもしれない
銀,はっ！？やっぱりアタシのヨーヨーが魔性の魅了を秘めているから……！
少女,……そこまでは。言ってない
銀,あ、はい、すみません。その、調子に乗っていました、はい
少女,……。……それじゃあ。……またね
銀,あ、うん。アタシに付き合ってくれてありがとね！
少女,……
銀,アタシも手を振り返し、女の子が少しだけ微笑む。そして、夕焼けの中へと消えて行った。あ。……折角だから名前を聞いておけば良かったかな。まぁ、また会った時にでも聞けば良いか
園子,──大いなる力の代償として、身体の一部を神樹様に供物として捧げていく。それが勇者システム
美森,私たちが……供物……っ
園子,大人たちは神樹様の力を宿すことができないから……私たちがやるしかないとは言え、酷い話だよね
美森,それじゃ、あ……これから身体の機能を、失い続けて──
銀,で、でも！十二体のバーテックスは倒したんです！いや……それでも酷すぎる話ですけど、"アタシたち"はこれ以上失わなくても良いんですよね？もう戦わなくても良いんですよね！そうでしょう！？
園子,……そうだと良いね
千景,見知った会話ではある。……それでもその痛々しさは視聴時とは比べものにならない寒気をはらんでいて──。……それで、失った身体の機能は治らないの？。思わず、会話を進めるため口出しをしていた。……早く終わらせたいという気持ちがなかったと言えば嘘になる
園子,……治りたいんよね。私も治りたいよ。歩いて友達を抱きしめに行きたいよ……
銀,そ、それなら──！？
美森,大赦の、人たち……？
園子,──彼女たちを傷つけたら許さないよ。私が呼んだ大切なお客様だから。……あれだけ言ったのに会わせてくれないんだもの、自力で呼んじゃったよー
千景,そして、深々と平伏する仮面の大人たち。……改めて異常な光景だった
園子,私は今や半分神様みたいなものだからね。崇められちゃってるんだ
美森,……
園子,……悲しませてごめんね。大赦の人たちもこのシステムを隠すのは一つの思いやりではあるとは思うんだよ。──でも……私は、そういうの、ちゃんと……言って欲しかったから……
千景,……彼女は機能の残った左目だけで泣いていた
園子,分かってても、友達ともっともっと、遊んでいたかった……やっぱりね、どこまでも心残りはできてしまうんだよ……それでも、少しは違ったから、伝えておきたくて……
銀,……っ
美森,……
千景,三ノ輪さんと東郷さんが乃木園子の左側面に歩み寄る。東郷さんが彼女の涙に触れ、三ノ輪さんがその頬を優しく撫でた
園子,……ふふ……そのリボン、似合っているね
美森,このリボンは……とても大切なものなの……。それだけは覚えてる……でも、ごめんなさい……私思い出せなくて……っ
園子,仕方がないよー
千景,アニメと変わらないやりとり。けれど、ここで本来なら居なかったはずの人物が
銀,……園子
千景,……何かを決意した強い眼差し。次の台詞も本来なら存在しなかったもので……
銀,アタシは絶対に諦めないし、こんなこと認めたりなんかしない
園子,ミノ、さん……？
銀,アタシは絶対に！自分の記憶を取り戻してみせる！──園子のその身体も、東郷さんの記憶と足も、勇者部の皆が失ったものも！アタシが、必ずアタシが！何とかしてみせるっ！！──そう、約束するよ
千景,勇ましさの最後に、三ノ輪さんはとても優しい声で告げた。……でも、今の宣言に何らかの明確な根拠が存在しているように感じてしまうのは、私だけだろうか？
園子,……うん。やっぱりミノさんは、ミノさんなんだねぇ……
千景,三ノ輪さんが乃木園子の涙を拭い去った頃には、か弱き面を見せた少女は大赦の最上位である半神へと戻っていた
園子,──戻してあげて。彼女たちの町へ
千景,仮面たちは手を合わせ、乃木園子へと頭を下げた。了承したと言うことだろう
園子,いつでも待ってるよ。こうして会った以上、もう大赦側も二人の存在をあやふやにはしないだろうから
美森,……っ……
銀,……園子、またね
園子,うん……また、ね……
千景,こうして、私たちは乃木園子の居る社を後にした。そして、帰りの車中
銀,──大丈夫。アタシが何とかしてみせるから。五箇条にもあるでしょ？なるべく諦めないって。だから、ね？
美森,……ぎ、ん……っ！
千景,後部座席で慰め合う二人の声を、私はただ黙して聞いていた
風,勇者は決して死ねない……身体を供物として捧げる……？
銀,はい
美森,満開の後、私たちの身体はおかしくなりました。身体機能の一部を供物として捧げると、乃木園子は言っていました。……事実、彼女の身体も──
風,……じゃあ……アタシたちの身体も、もう……元には戻らない……？
千景,三ノ輪さん、東郷さん、私の三人は犬吠埼姉に昨日の顛末を報告していた
風,……その話、樹や夏凜には話した？
銀,いえ、まずは風先輩に相談しようと思って
美森,……
風,そう……。じゃあ、まだ他の皆には話さないで。確かなことが分かるまで変に心配させたくないから
銀,……分かりました
美森,……
千景,報告は終わり、気だるさを感じながら私たちは解散する。下級生二人に続き、私も屋上口から出ようとした時
風,千景。ちょっといい？
千景,……ええ。ポツリポツリと小雨がこぼれる屋上に私は踏みとどまり、そのまま振り返る。先ほどまでと変わらず、真剣な表情の風先輩が目の前に居た。……徐々にアニメのゆゆゆから物語が乖離し始めているのは以前から察していた。だから、このイベントもまた本来から外れたものの一つとなっていくのだろう
風,千景から見て、乃木園子って言う先代勇者の話は……正直、どう思った？
千景,やはりその件しかないわよね。それはさっきの話の真偽を確認するため？
風,……ええ。もちろん東郷たちの話を信用していないわけではないわ。ただ、あの子たちは素直過ぎるから……大赦にも確認を取るつもり。幸い、あの場にはあんたも居たのよね？なら、千景には、勇者部で一番冷静なあんたには、昨日のやり取りがどう見えていたのか、それをアタシは知りたいの
千景,随分と、過剰評価をしてくれていたのね？。芝居染みた動きで肩をすくめてみる。けれど、いつもだったら即時返ってくる犬吠埼姉の突っ込みはない
風,ごめん、今のアタシはいつものような調子であんたに返す言葉を多分持っていないと思う
千景,笑顔の気配すら見せずに固い口調で犬吠埼姉は言った。……なら、こちらもそれに付き合うまで、ね。……乃木園子の状況と台詞を、全て演技と考えるのは無理があるでしょうね。あまりにも大掛かり過ぎるし、そもそも勇者たちを呼び出せる段階で超上の、神樹側の人間であることは明らか。もちろん、昨日の乃木園子の台詞が真実であることを私は知っているから、この分析はあくまでも客観的な視点で見た場合のものとなる。そんな彼女であるのだから、その言葉にはおおよその真が含まれていると考えるのは自然でしょうね。嘘をつくメリットを見いだせないのだから。したがって、現時点の信憑性としても、そうね、七割以上と私は判断したわ。これが率直な私の感想よ
風,……。……そう、ありがと。……参考に、させてもらうわ
千景,ちょっと──
風,ん、何？
千景,今あからさまに顔から血の気が引いていたでしょうに……。何故、あなたは今も笑顔を張り付けるの……？そんなんじゃ、こっちだって……何も言えなく、なるじゃない……。……いえ、何でもないわ。結局私は、自身の後ろめたさも相まって、彼女の顔色について触れることは出来なかった
風,……ごめんね、その、時間を取らせちゃって。悪いけど気が向いた時で良いから東郷と銀を気に掛けてもらえると助かるわ。……じゃあ、教室に行きましょうか
千景,……空元気を出してもらったところ悪いけれど、私にはこれからの用事がすでに入っている。いえ、生憎だけれど、私用で私はこのまま欠席するわ
風,私用……？
千景,ええ──定期健診で通院する日なのよ。私は堂々と嘘をつく。犬吠埼姉はあっさり信じ、あまつさえ見送ってくれさえした。……本当に悪いわね、色々と。そして私は、偽らざる"病院"へと向かって行った。昨日の今日とは流石に思っていなかったわ
園子,うん。でも、早いうちに会っておかないと、わっしーが本格的に行動を始めてしまうからね。その頃だともう遅いでしょ？
千景,そうね、賢明な判断だと思うわ。大きな病室の中、寝たきりの少女は祀られている。神事の類でしょうけれど、生憎この部屋は鳥肌が立つくらいに薄気味悪くて長居したいと思える場所ではなかった。表情の機能も喪失しているのか、はたまた慣れてしまっているのか、部屋の主は平然としている
園子,それで、千景ちゃんは私にどんなお話があるのかな？
千景,早速ね。なら、私も簡潔に答えましょう。私の求めるものはシンプルよ。あなたの知っている情報を全て寄越しなさい
園子,私の知っている情報？あ！イネスのジェラートってとっても美味しいんだよ～。醤油ジェラートもちゃんと甘いのには驚きだよねー
千景,あまりにも場違いな話題が飛んでくるが。……あなたも、そんな情報を私が求めているとは思っていないのでしょう？あと、ジェラート店はイネスから撤退したそうよ
園子,がーん！地味にショックかも……
千景,今が腹の探り合いであることは互いに承知している。その上で如何にイニシアチブを取ることが出来るか、それが今後の話の流れを大きく左右していく。……ただ、何を考えているのか分からない乃木園子相手には相当分が悪いようではあった。──手札を一枚切ることにしよう。あなたはどこまで知っているの？
園子,勇者システムのこと？それとも大赦のことかな？
千景,いいえ。──これから起こる未来のことよ
園子,……
千景,乃木園子からの返答が止んだわね。つまり、ある程度以上の心当たりがあると言うこと。あなたは昨日言っていたわよね？大赦から教えられてはいなかったけれど、自身が今の状態になってしまうことは知っていた、と
園子,……そんなこと言ったかな？
千景,言葉に動揺は一切見せず、平坦な口調で彼女は言う。……でもね、煙に巻こうとしても無駄なのよ
園子,あー、ボイスレコーダーか……。これはちょっと予想していなかったかな？
千景,昨日の会話は全て録音してあるわ。だから、あなたの発した言葉に虚偽を生じさせようとしても一切が無駄なのよ
園子,千景ちゃんは普段から会話を録音しておく人なのかな？
千景,ええ、生まれつき気弱な性根なものでね
園子,それなら仕方がないかな
千景,お互いに飾り繕った言葉だけでの応酬。それでも、先ほどの一件で私に利が生じていることは確かだった。なら、追撃の一手のみ。──さて、理解してもらったところで訊ねましょう。あなたは何故未来を知っていたの？
園子,それに答える前に、千景ちゃんの最終的な目的を教えて貰っても良いかな？お互い、お腹の中を探りあっていても時間がもったいないだけだよね
千景,……腹の探り合いは止めましょう、と言いたいわけね。ええ、それは同意ね。ただし、利がこちらにある以上限定的な了承であり、手の内全てを見せるような愚は冒さないことが大前提である。ゆえに、いずれ伝えなければならない話題であるところの、自身の目的は、要望通り伝えておくことにした。……元居た世界へと帰る、それが最終的な私の目的よ
園子,元の世界……なるほど、ね
千景,驚いた素振りも見せず乃木園子は静かに理解を示していた
園子,私も予想はしていたんよ。この世界とは別の世界があって、そこから千景ちゃんが来たんじゃないかって
千景,それは天才の発想？それとも、根拠あってのもの？。ある程度こちらも予想していた範囲の発言ではあったので、私も的確に言葉を紡いでいく
園子,もちろん後者だよー。……多分、千景ちゃんは"これ"を知っているよね？
千景,だけど、次の一言だけは流石に平然としていられず──
園子,鷲尾須美は勇者である結城友奈は勇者である
千景,っ！？
園子,──という二つの作品のことを
千景,……。……そう。いきなりで多少驚いてしまったけれど、私の推測は間違っていなかったことに他ならない。こちらを見透かすような左目を私は正面から受け止め直す。──明確なきっかけは、素性の知れぬ私が大赦から厚遇を受け始めた時。その裏に、権力を有している乃木園子の顔が浮かび上がるのは自然なことで、そこから芋づる式で"もしや"の思考を連ねていった。そして、三ノ輪さんの存在が決定打となる。先代勇者である三ノ輪銀が生きているのなら、それは明確に歴史が変わっていると言うこと。"もしや"の想像と合わせて、乃木園子が未来を知っているという推測に辿り着いた。だから、これはある意味必然的な思考と言える。あなたが持っていたのね？
園子,それに関しては否定かな。だけど、私が"神書"を読んだことに関しては、事実だよ
千景,シンショ？
園子,神の書で神書。未来に起こることが神様の視点で書かれた本だからね
千景,……あなたたちにしてみたら、確かにそうなのかもしれないわね。こちらとして見ればライトノベルの一種が神の書なんて笑える冗句ではあるのだけれど
園子,ねぇ、千景ちゃん。私は、私の知っていることであれば全てをあなたに教えてあげるつもりではあるんだよ。……だからね、代わりに教えて欲しいの。あなたの居た世界は、バーテックスに侵略されていない正常な世界なんだよね？
千景,……正常かどうかは分からないけれど、少なくとも人々は地球のいたるところで生活していて化け物の脅威に脅かされていない、そんな西暦であることは間違いないわ
園子,……そっか。その言葉を聞くことが出来て、うん……私は救われた心地だよ
千景,乃木園子がこの時どんな思考に至ったのかも理解は出来ない。けれども、その安堵の声から本心であることは間違いないようだった
園子,私が神書を拾ったのは二年前の……本来だったらミノさんが亡くなってしまうはずの日。戦闘が終わって、樹海化から戻ったら私の隣に落ちていたんだよ
千景,乃木園子は書籍の出所について語っていく
園子,正直、ね。戸惑ったよ。私とわっしー、ミノさんが登場人物の小説だったんだから。誰かがいたずらで作ったのかなとも思ったくらい。だけど、そこに書かれていた内容は私たちでないと知り得ないもので、ううん、私たち以上に知っている人が書いた内容であることはすぐに分かったよ。それでも最初は単なる偶然だと思い込もうとした。でも、バーテックスの次の襲来時期も一致していて、私たちの誰も死ぬことなく敵を追い払うことまで出来てしまった。だから私は、その時にはもう受け入れるしかなかったんだよ
千景,……つまり、私と手甲が飛ばされた今より二年前に鷲尾須美は勇者であるの小説もこの世界に飛ばされていたと言うことになる。……動悸が嫌なくらいに大きくなってくる。その質問をするには多大な躊躇があった。けれど、聞かずにいることは当然出来なくて──。た、たかしまさん……高嶋さん……高嶋友奈と言う人は、一緒に居なかったの……？。この世界に飛ばされてきた時からずっと自分の中で否定してきた可能性だった。……元の世界に残されているほうが不自然だと、私はきっと知っていたのだから
園子,……。ごめんね。落ちていたのは神書だけなんだ。……でも、高嶋友奈さんという名前に聞き覚えはあるよ
千景,どこッ！高嶋さんはどこに居るの！？。否定され、すぐに可能性を提示される。冷静でいられるはずがない
園子,……西暦の時代の終わり、神世紀が始まる以前。この四国には"四人"の初代勇者が居たとされるんだよ。その中の一人が高嶋友奈さん
千景,落胆と共に、ホッとしたのも事実だった。……つまり同性同名の別人と言うことね
園子,……。これは私の勝手な想像になるからそれを踏まえた上で聞いてね。神書が発行されたのが2014年12月、バーテックスが襲来したとされる7・30天災が2015年7月末、その間は半年程度しか時間が空いていないんだよ
千景,待って……。バーテックスの襲来は2015年なの……？。図書館等で調べても出て来なかった情報である。大赦が守秘していた情報かもしれない
園子,うん。千景ちゃんが居た時代のすぐ後が2015年なんだよね？
千景,……ええ……。──っ！そ、それじゃあもしかして！？。今更ながらに、私の居た時代とこの世界の歴史があまりにも直線上にあることを知る。それはすなわち──
園子,ううん、その想像は多分違うと思うよ。私の結論としてはね、二つの世界はどこかで分岐したんじゃないかな、ってことなんだよ。そうでなければ神書が現存していないのは流石におかしいから。大赦が検閲して情報を制限している可能性もあるけど、私の知り得る大赦の現状に対してそれはあまりにも不都合が多すぎるよ
千景,……要するに、あなたは私が居た元の世界とこの世界をパラレルワールドと解釈したと言うこと？
園子,それが一番適当な言葉かな。神書が書かれていない世界と書かれた世界。バーテックスが襲来した世界と襲来するかは未知の世界。フィクションだと思われている世界とフィクションを作った者が居る世界。この二つの世界は似ているけど、やっぱり違う世界だと私は思うんだ
千景,推測だと口にするが、彼女の言葉には確かな自信がにじんでいた。根拠は？。そして、乃木園子はあっさりと答える
園子,あなたの使った手甲
千景,……あれが何なのか分かるの？
園子,あれはね、精霊の集合体のようなものなんだよ。そして、それを作ったのは……。私のご先祖様である──乃木、若葉様
千景,私の中で全ての点が、一本の線で結ばれた瞬間だった
園子,……驚いていないね？今の言葉って、本来なら千景ちゃんにとってはびっくりすることだったんじゃないのかな？
千景,驚いてはいるわ。ただ……あの人、と言うよりその近しい人ならそこまですると思ってしまったのよ
園子,もしかして、私のご先祖様とも知り合いだったりするの？
千景,面識はないし、元の世界に存在しているかも不明よ。私が"彼女たち"を知っているのは、単に、初代勇者たちの記憶を植え付けられてしまっているからに過ぎないわ
園子,記憶を植え付けられている？
千景,……どうやらあなたもそこまでは知らないようね。あの手甲は私ではない郡千景の記憶が収められているの。……力を使えば使うほど、私がその郡千景に塗りつぶされてしまうほど強烈にね。現に七人御先を使用してから私の記憶の半分程度は書き換えられてしまっていた。正確には勇者部に入部した辺りから異変は起きていたように思うから、急速に進行してしまったと言うのが正しいのか。ただ、幸いだったのは、書き換えは過去から行われるらしく高嶋さんと出会ってからの記憶は現状一切冒されていない。……その分、胸糞悪くなるような隣人たちとの思い出が頭の中に詰め込まれてしまったのだけれどね
園子,……乃木若葉様、高嶋友奈さん、伊予島杏様、土居球子様。最初の勇者はこの四人だったと言われているけど、残された御記には明らかに検閲された痕跡が多数見受けられた。……そっか、千景ちゃんは五人目の、歴史の中に葬られた勇者だったんだね……
千景,……。初代勇者である郡千景と私を同一視しないでもらえるかしら？私は私。ここに居る私は歴史に抹消された郡千景じゃない。……あなたに記憶を侵食されていく気持ちが分かるの？自分自身、気付かないうちに別の自分に変わっていくのよ？恐怖すら感じずに、当たり前だと受け入れて。……本当は怒りを見せる場面だったのかもしれないが、今の私は怒りすら浮かんでこない
園子,ごめんね、失言だった。……恨んでいる？私もご先祖さまも
千景,その質問は正直答えに迷う部分がある。それでも、本音だけで言葉を作るのであれば。……恨み妬みは不思議なことに、今の段階ではないわね。大分郡千景の記憶にやられているからなのかもしれないけれど。ただ、こんな無責任なことをされたことに対する怒りだけはあると思うわ。本当は怒りなどない。きっと失われた記憶部分の私ならそう言うと想像して発言しただけに過ぎない。なのに、乃木園子は初めてその左目の瞳を揺らし、神妙な顔つきで、言葉で私に告げる
園子,若葉様の分も私が謝ります。……ごめんなさい。こんな言葉で許してもらえるとは思いませんが、どうか──
千景,それこそ、そんな言葉は要らないわ。私に必要なのは、元の世界へと戻る方法。そして、私は高嶋さんのところに必ず帰るのよ。それが、まだ失われていないはずの私自身の記憶から生じた、郡千景の唯一の願いだった
園子,……うん、謝罪の分まで私に出来ることをさせてもらうね
千景,じゃあ、もう一度質問するわ。私が元の世界に戻るためにはどうすれば良いの？。先ほどの様子から全面的な協力は取り付けられたと見た。だから、腹芸なしで率直に訊ねる
園子,……若葉様が辛うじて残していたのは手記の一部だけだから、大まかな答えになってしまうのことは最初に謝っておくね
千景,頷く
園子,千景ちゃんが元の世界に戻るためには……この世界の危機を解決すること。そうすれば役目を終えて勇者は元の場所に帰って行く、と記述されていたことは間違いないよ
千景,……酷く曖昧ね。けれど、これでようやく目途はついた。要するに、ゆゆゆで言う十二話ラストを迎えろと言うことなんでしょう、乃木さん？……私は垣間見た記憶でしか知らない人へと心の中で語りかけていた
園子,もし、それ以上のことを知りたい場合は大赦の創設から現在まで、その実質的な権力を握ってきた一族にお願いするしかないんだよ
千景,大赦のトップと言うこと？
園子,そうでもあるし、そうでもないと言えるかな。……初代勇者を支え、大赦の基礎を築き、表舞台へ出てくることには消極的。それでも勇者の末裔である乃木家に並ぶ名家──
千景,……腹に何かを抱えていそうな子だったけれど、後世に色々と影響を与えているようね。──初代巫女の子孫のことなのでしょう？
園子,うん、それが上里家
千景,上里ひなたの子孫ね……。やりづらい相手ではあることが予想されるけれど、それでも──。私がこれから行うことは明確になったようね
園子,……残念ながら上里家に接触できても、簡単に代々伝わる手記を見せてもらうことは叶わないと思うかな
千景,しかもどこの馬の骨とも言えない私では、ね。あなたでも難しいことなの？
園子,私は大赦から敬われているようではあるけれど、実質的には軟禁に等しいからね。大赦も一枚岩でない以上、私から上里家に接触することはとても難しいんだ
千景,それでも、この話をしているのだから、何らかの手段は用意しているのでしょう？
園子,うん。……もう入ってきても良いよ
千景,なっ……！
銀,あ、あははは……。き、気まずいなぁ、もう！
千景,……三ノ輪さんが、ばつの悪い顔をして病室へと入って来た──。……やってくれたわね、乃木園子
園子,ごめんね。でも、この先に進むためにはミノさんの協力が必要なんだよ。それに、千景ちゃんも奥の手は隠しているよね？それで何とかおあいこにはならない？
千景,最初から見透かされている予感はあったけれど、こうも堂々と謝罪に混ぜてくるとはね。……そう言うところが、あなたを今一つ信用出来ない理由よ。ここまでの全てがあなたの思惑通りなのでしょう？
園子,ううん、私は神様ではないから流石に全てを見通すことはできないよ。だけど、千景ちゃんとの話がどんな流れを辿ったとしても、この場面に行きつくことだけは予想できたからね、千景ちゃんと同じ時間にミノさんとも会う約束をしていたんだよ
千景,同じ時間に約束？。三ノ輪さんと鉢合わせしてしまっても不思議ではなかった、と言いたいのかしら？どう好意的に考えてもあり得ない話ね
園子,……そうだね。だから、私はミノさんに約束の時間よりも早く来ちゃ駄目だよって付け足したんだ。ミノさんは昔から不幸体質で、待ち合わせ場所に時間ぴったし来るのはとても難しかったから
千景,……今の話、本当なの三ノ輪さん？
銀,あ、実はアタシのこと見えていないんじゃないかな？とか思っていたんですけど、違ったんですね。……良かったぁ
千景,何を言っているの、あなたは？
園子,ミノさんは変わらないねー
銀,園子はともかく千景さんの真顔が胸に痛い！あ、さっきの答えなんですけど、はい、どうもアタシは不幸体質に間違いないようです。さっきも木に引っかかった帽子を取ってあげたり、三回くらい道を聞かれたりしましたし。なので、皆との集まりの日とかは結構早めに家を出ていたりするんですよねー
千景,……その様子を見る限り、本当のようね。けれど、それは何と言えば良いのか。実はあなた、イベントと必ず遭遇するノベルゲームの主人公だったりするの？
銀,ふ、普通の中学生ですってば！千景さんも知っているでしょ！？
千景,甚だ疑問は残るところだけれど、いい加減本題から逸れすぎたわね。これが乃木園子の策謀なのはよく分かったわ。──それで、三ノ輪さんは私たちの会話をどこから聞いていて、どこまで理解したのかしら？
銀,うっ……えーと、それは……
園子,千景ちゃんが別の世界の人で、私も千景ちゃんも未来のことをある程度知っているってことは本当なんだよ、ミノさん
銀,半信半疑だった部分をいきなり断言されたよ！？
千景,ほぼ最初から立ち聞きしていたわけね
銀,今のだけで何故か伝わっているし！？……でも、やっぱり本当のことだったんですね。扉の前で聞いていた限り、冗談で言い合っていたようには到底思えませんでしたから
千景,三ノ輪さんの言葉、今の殊勝な様子から見ても、ほとんどの部分を彼女は理解出来ていたと見て間違いないだろう。……普段ゲームや漫画を嗜んでいることだけあって突飛なことへの適応力がそれなりに高いわけね。乃木園子、今の三ノ輪さんの言葉を私が肯定か否定かするには大切な情報が一つ欠けているわ。上里家への接触のために何故三ノ輪さんが必要となってくるのかしら？返答によっては三ノ輪さんを用意した謀を水に流してあげても良いわ
園子,身から出た錆だけど、千景ちゃんは手厳しいなあ……。ねぇ、ミノさん。今のミノさんは戸惑っているけど混乱はしていないよね？もしかして"読んだ"のかな？
銀,……ああ。忠告を聞かずにごめんな。けど、今のアタシに絶対必要なものだとも思ったんだ。そして、それは間違いじゃなかった
千景,一転して真剣な表情になる三ノ輪さん。そして、乃木園子の言った"読んだ"と言う単語。そこから示されるのは──。……理解したわ。鷲尾須美は勇者であるの小説を持っていたのは三ノ輪さん、あなただったのね？
園子,うん。私がこんな身体になることは最初から分かっていたからね、信頼できる人にあらかじめ頼んでおいて、後でミノさんの手に渡るよう手配していたんだよ
千景,……てっきり大赦の手に渡っているものとばかり思っていたわ
園子,大赦に知られるとマズイことも多く書かれているからね。第一、大赦がすでに知っていたら今のこの場面は生まれていなかったはずだよ？
千景,……
園子,そっか……。千景ちゃんの所有物だけど、まだ読んでいない本だったんだね
千景,……沈黙だろうが発声だろうがあなたの観察眼には一切関係なしね。……ええ、届いたばかりで、まさに読もうとしていた時に、私はこうして巻き込まれたのよ
銀,……すみません、千景さんのものだとは知らずにアタシが先に読んでしまって。──この本で間違いないですよね？
千景,それは三ノ輪さんが持っていたポシェットから取り出され、私は久方ぶりに儚げに微笑む鷲尾須美の姿を目にしていた
園子,ミノさんに渡る時に、この本はある程度厳重に梱包していてね、それを解いたら近しい人に良くないことが起こるって、ちょっと怖い注意書きをしていたんだ。わっしーに教えてもらった不幸の手紙の真似事だね
銀,ただでさえ不幸体質のアタシだから、本当に起きるんじゃないかってほんと怖くて怖くて、昨日までタンスの奥深くに眠らせていたんですよ。……と言うかさ、アタシのことをよく知っているなら脅かすようなことはやめてくれよ、園子！
園子,でも、そうする必要があったことは今のミノさんなら理解しているんだよね？
銀,嫌ってほどにな。……千景さんの本がなければ、自分で言うのも抵抗があるけど──アタシは死んでいたんだよな？
園子,……。小説の中のミノさんはとってもカッコよかったし、心の底から尊いと思っていたよ。でも……あんな歴史、私は絶対に認めたくなかった
千景,だから、本来起こるはずだった未来を変えた、と？
園子,偶然の要素は大きかったと思うんだよ。実際、私は神書に仄めかされていた状態とほとんど変わらない身体の状態になってしまっているからね。……だけど、ミノさんがこうして生きていて、千景ちゃんもここに居る。それは本来の道筋とは違う、神書から外れた可能性の今。──私はあの頃に、未来は変えられると……知ったんだ
千景,悲惨としか言いようない現状の乃木園子だったけれど、今この時、そう宣言した瞬間だけは、希望に満ちた瞳が確かに存在しているように見えた。三ノ輪さんを乃木園子の病室に残し、私は夕焼けの中を一人歩いていた。話はまとまり、三ノ輪さんの協力を得て明日から私たちはそれぞれ動いていく。私の肩に下がるのは三ノ輪さんから預かったポシェット。中には少し古びてしまった鷲尾須美は勇者であるのノベライズ。……私の体感時間では一ヶ月、けれどこの本は二年の月日をこの世界で過ごした換算となる。……。不思議な感慨のような感情が胸の中に微かに浮かんだ。それは回顧を呼び起こし、直近の記憶から順に想いを巡らせていく。先ほどの病室での場面。三ノ輪さんは私の素性に終始戸惑ってはいたが、一方で一貫して協力的でもあった。わすゆの内容がそれだけ悲惨であるのか……あるいは、本当にあるいはの話であるが、この世界で三ノ輪さんと築いてきた親交が、目に見えない確かな何かが、彼女の心情に語り掛けた結果……だったのかもしれない。私らしくない思考だと思った。……そして、これはさらに輪をかけて私らしくない感傷。今朝からずっと頭の中に浮かんでいた場面。それは、そう、小雨の屋上で見た風先輩のあの作り物のような笑顔で──
友奈,あれ？ぐんちゃん？
千景,！？ゆ、結城さん……？。考え事をしていたからか私の歩みは遅く、振り向くと結城さんの眩いばかりの笑顔が目の前にあった
友奈,もしかして病院の帰り？奇遇だね～
