Turn1,愛神が生まれた日
シャーリー,～なんだって。笑えないよね
ルルーシュ,そうだな
シャーリー,だよね～！。よし、そろそろ占い師さんのお告げ通り・・・普段思っているけど誰にも言えない話をしよう。ねぇ？ルル。私、時々思うの・・・
ルルーシュ,何を？
シャーリー,この世界は変な世界なんじゃないかって
ルルーシュ,え？
シャーリー,私ね、それに気づいてから怖かった。変人の先生、ヘソタイな想い人。皆も本性を隠している。世界中で私だけがマトモな気がして・・・
ルルーシュ,何を言っているんだ・・・？
シャーリー,そんな嘘ばかりの世界だけどね、ルル。私はルルが好き。ルルがどんなにダメ人間でも、ううん・・・ダメ人間だからこそ私だけはルルの本当になってあげたいって・・・
ルルーシュ,ダメ人間って・・・ヒドイな
シャーリー,私、ルルがナナちゃんの使った食器を舐めてるって分かってても、嫌いになれなかった
ルルーシュ,！？
シャーリー,ナナちゃんのお風呂を盗撮してるって分かってドン引きしても、また好きになった。ナナちゃんの下着をスーハーしてる姿が頭から離れなくても、好きなままだった
ルルーシュ,な、なぜそれを・・・！？
シャーリー,何度生まれ変わっても、きっとまたルルを好きになる。これって運命なんだよね
ルルーシュ,シャーリーは・・・オレのすべてを知ってもなお受け入れてくれるのか・・・！？
シャーリー,だから・・・いいよね？ルル。生まれ変わっても、また、ルルを好きになっても・・・何度も、何度も好きになるから・・・
ルルーシュ,シャーリー・・・
シャーリー,・・・だから、襲っても良いよね！？生まれ変わっても何度も何度も責任取るから！
ルルーシュ,へ！？
シャーリー,ルル～！
ルルーシュ,シャーリー！落ち着くんだ！
シャーリー,落ち着けないよ！
ルルーシュ,くっ！手が振りほどけない！なんて力だ・・・！いや、オレが弱いのか・・・？こんなことなら姉上の特訓、ちゃんと受けておけば良かった・・・。って！あきらめてる場合か！。シャーリー！！
シャーリー,！
ルルーシュ,・・・オレの好きなシャーリーはこんな事しないはずだ。違うか？
シャーリー,・・・っ！。ルル・・・いま、好きって・・・
ルルーシュ,あぁ。オレはシャーリーが好きだ
シャーリー,ルル・・・嬉しい・・・でも、もうダメだよ・・・。ルル。私、ルルを襲っちゃったんだもん・・・だから・・・
ルルーシュ,もういいんだ、もう
シャーリー,でもルルを襲ったの・・・
ルルーシュ,オレが許す！君の言動と恥ずかしい思い込みは全部オレが
シャーリー,好かれようとした・・・
ルルーシュ,何がいけない？
シャーリー,あんなに恥ずかしい事も沢山言って・・・
ルルーシュ,気にするな。恥ずかしい事は全部気にしなければ良い
シャーリー,出来ないよっ！？
ルルーシュ,出来る！オレが全部気にならなくさせてやる
シャーリー,え？
ルルーシュ,シャーリー、オレのせいでそんな恥ずかしい事を言わせてすまなかった。・・・いま明かそう
シャーリー,ルル？
ルルーシュ,今まで隠していたがオレは奇跡の男“ゼロ”なんだ
シャーリー,ゼロ・・・？
ルルーシュ,実はオレ、神聖ブリタニア帝国の元皇子だったんだ・・・
シャーリー,え？
ルルーシュ,だが、オレは・・・父親、すなわちブリタニア皇帝に政治の道具にされ捨てられた。その日から、おれはブリタニアに復讐を誓ったんだ
シャーリー,ルル・・・？
ルルーシュ,ある日、オレは誰にでもいかなる命令をくだせる“絶対遵守の力”を手に入れた。そして、この力と頭脳を武器に世界の三分の一を支配するブリタニアという国に戦いを挑むんだ。ゼロという名を使って
シャーリー,ゼロ・・・
ルルーシュ,オレはゼロとして中等部二年からずっと戦ってきたんだ・・・。そう、頭の中でな！
シャーリー,あっ・・・。中等部二年ってことは、ルルが今の気取った口調になりはじめた頃だよね？あと黒いゴミ袋を羽織ったり黒い段ボールかぶりながら授業を受けて先生に怒られたり・・・
ルルーシュ,失礼な。あれはお手製のマントと仮面だ。だが、今となっては絶対に掘り返されたくない過去だ
シャーリー,黒歴史ってやつだよね・・・
ルルーシュ,そうだ。・・・話を戻すがシャーリー、おかしな人ばかりだとかオレがダメ人間だとか世界中で自分だけマトモだとか恥ずかしい思い込みだ。あげくの果てに、どうせ死ぬから後のことはどうでもいいって開き直らなきゃ普通は言えないようなポエムまで・・・。恐らく忘れられない過去になるだろう
シャーリー,うっ・・・
ルルーシュ,だが、それを見たのはオレだけだ。しかし、先ほど話したオレの恥ずかしい言動はクラス中に見られたんだぞ？それを思えば全然気にならないはずだ
シャーリー,た、確かに・・・！ありがとう、ルル。ルルのお蔭で気持ちが楽になったよ
ルルーシュ,どういたしまして
シャーリー,やっぱりルルは凄いなぁ。黒歴史を堂々と語れるなんて・・・黒の騎士だね
ルルーシュ,ブラックナイトか・・・良い響きだ。だが黒の騎士による黒歴史談は金輪際二度としないからな。君を励ますために仕方なくしたんだ。平静を装っているが、正直いまでも思いだすとキツいものがあるんだ・・・
シャーリー,いま顔真っ赤になってる・・・？
ルルーシュ,・・・あぁ
シャーリー,ふふ。可愛いなぁ。やっぱり、ルルの事好きだよ・・・
ルルーシュ,ありがとう
シャーリー,そ、その・・・ルルも私の事を好きって事は・・・あの・・・付き合うって事で良いのかな・・・？
ルルーシュ,出来るならそうしたい気持ちもある。しかし、オレは恋愛下手なんだ。シャーリーの事が友達として好きなのか異性として好きなのかも正直分からない。それは、他の誰に対しても言えることだが・・・
シャーリー,・・・
ルルーシュ,とにかく、自分の気持ちが分からないんだ。だから・・・もう少し今の関係で居ないか？もしもシャーリーを異性として好きだと自覚できたら、そのときは・・・
シャーリー,うん。分かった。ルルの口からそんな言葉が聞けただけでも嬉しいよ。だけど覚えていてね？
ルルーシュ,ん？
シャーリー,私が一番ルルの事を好きだから！
ルルーシュ,ありがとう。シャーリー
シャーリー,私たちの黒歴史談は私たちだけの秘密にしようね
ルルーシュ,あぁ。もう２度と口には出したくないな
シャーリー,ふふ
ルルーシュ,カレンと同じ回答になってしまった・・・オレは最低だな。・・・いや！こうなった原因は、もとはと言えばあのクソ親父のせいだ！おのれシャルル！次会ったら鉄拳をお見舞いしてくれる！
咲世子,えっと、勝っちゃいました
ジノ,ウソだろ・・・？ゲーセンで全国ランキング３位の私が一騎打ちで負けるなんて・・・しかも今ゲームを始めたばかりの初心者に・・・
咲世子,ゲームって面白いですね。マリアンヌさまが“私より強いやつに会いに行く”って言って旅に出た気持ちが少しわかりました
C.C.,くかー
リヴァル,・・・寝れない
カグヤ,はち流し～♪そして最後に６で上がりです♪
カレン,ちょっ！また負けた！？
アーニャ,カレン、弱すぎ
カレン,手札が悪いのよ！
ミレイ,というより、強いカードから順番に出すのはどうかと思うわよ
カレン,先手必勝！やられる前にやれって高度な作戦ですよ！
カグヤ,だからって、序盤から４の次に１３を出すのは・・・５を持っていらっしゃるのに
カレン,だってぇ・・・
ミレイ,違うゲームしましょうか
アーニャ,王道のババ抜きで
カグヤ,良いですね
カレン,それなら負けないっ！
コーネリア,ユフィーッ！
スザク,また！？
ユーフェミア,お姉さま！？
コーネリア,くらえ！枢木！
スザク,と、とび膝蹴り・・・！？かはっ！
コーネリア,またな！
ユーフェミア,こ、これでもう１０回目ですか？
スザク,いてて・・・うん。だけど、１０回目にして分かったことがある
ユーフェミア,なんですか？
スザク,ユフィとイチャつこうとすると襲撃が来るみたいだ
ユーフェミア,え？今更ですか・・・？
ナナリー,お姉さま、もはやスザクさんを殴る事が目的になってませんか？
コーネリア,そ、そんなことはない！あくまでも教育だ教育
ニーナ,素敵です！もっとやってください
ヴィレッタ,頑丈なアイツ以外なら今頃緊急病院行きだろうな・・・
コーネリア,むっ！枢木のやつ、ユフィと目を合わせて会話している！制裁してくる！
ヴィレッタ,会話するだけで殴られるとは・・・さすがに気の毒だ
次回Turn5,タイトル未定
Turn5,百万円のキセキ
ジェレミア,おはようございます。朝食は既に出来ていますのでお召し上がりください
ナナリー,美味しそうですね！頂きます
ルルーシュ,スザク、何でそんなボロボロなんだ？
スザク,襲撃を３５回ほど喰らって・・・
ルルーシュ,襲撃？
スザク,それよりも、ジノとリヴァルは元気ないね
ジノ,・・・負けた・・・素人に・・・
リヴァル,ふぁあ・・・ねむぃ
ルルーシュ,朝に弱いんじゃないか？他の奴らも含めてだが・・・
アーニャ,・・・眠い
シャーリー,・・・
ミレイ,昨日ルルちゃんとどーだった？
シャーリー,な、何もありませんでしたよ
ミレイ,本当かなぁ？後で尋問ね！
シャーリー,そんなぁ！？
コーネリア,ユフィ・・・むにゃむにゃ
ユーフェミア,もう、お姉さまったら。起きて下さい！ヨダレ垂れてますよ
ヴィレッタ,食べ終わった者から荷物の整理をしろよ
ジェレミア,なかなか食が進まないようだな
咲世子,徹夜で遊んでいたのでしょう。仕方ありませんよ
ジェレミア,そうだな。これもまた青春だ
ルルーシュ,ご馳走様。先に戻って荷物整理をしている
スザク,分かった。リヴァルとジノはもう食べないのかい？食べないなら僕が貰うよ？
ジノ,あぁ・・・食べてくれ
リヴァル,オレの分も・・・
スザク,ありがとう
ルルーシュ,朝からよく食う奴だな・・・さて、戻るか
ミレイ,チャンス！
アーニャ,行くならいま
ミレイ・アーニャ,あ・・・
ルルーシュ,荷物整理と言ってもほとんど片付いてるからな・・・これといって、やることは特にないが・・・
ミレイ,ルルーシュ！
アーニャ,・・・ルルーシュの部屋記録
ルルーシュ,会長、アーニャ。どうしたんですか？
ミレイ,今日、帰った後なにか用事ある？
ルルーシュ,特にありませんが
ミレイ,そかそか！ちょっと時間貰えないかな？
ルルーシュ,時間ですか・・・何か用事でも？
アーニャ,そう。大事な用事
ルルーシュ,大事な用事なら仕方ないな。良いですよ
ミレイ,良かった！アーニャ、どうする？先に行く？
アーニャ,じゃあ、先に失礼する。ルルーシュ、最初に私の用事に付き合ってもらう
ミレイ,そのあとは私ね！
ルルーシュ,別々に用事があるのですか・・・分かりました
ミレイ,ちなみにぃ、シャーリーとはどこまで進んだのかなぁ？
ルルーシュ,何もありませんでしたよ
アーニャ,本当？
ルルーシュ,あぁ
アーニャ,・・・そう
ミレイ,そういう事にしといてあげよう！私たちも荷物整理しましょ？
アーニャ,分かった
ミレイ,じゃあ、また後でね！
アーニャ,また
ルルーシュ,本音を言えば体を休めたかったが仕方ないか。２人が１０人のなかに入っている可能性もあるしな・・・
ヴィレッタ,さて帰るぞ！・・・と言いたいところだが、クルマは３台しかない
咲世子,２台が最大４人乗り、１台が最大５人乗りですので３名は乗れないと言う事になりますね
リヴァル,男は電車で帰るか？
ルルーシュ,まぁ、仕方ないな。そうするか
カレン,あ、あたしも電車で帰ろうかなぁ・・・なんて
ミレイ,そんな事言ったら皆電車で帰る事になっちゃうから。こーゆーときは公平にクジで決めましょ！
スザク,クジに始まりクジに終わる合宿だったね
ミレイ,さぁ、皆引いて～！
ジェレミア,皆様、お気をつけてお帰り下さい！
ミレイ,じゃあ、ここで解散とします！おつかれさまでした！
ナナリー,お兄さま、気を付けて帰ってくださいね
ルルーシュ,あぁ。また後でな
咲世子,出発します
ルルーシュ,・・・さて、オレたちも帰るか
カグヤ,はい！
C.C.,あぁ
ジェレミア,駅は左の道をまっすぐ行った所にあります。また来てくださいね
ルルーシュ,はい。お世話になりました
カグヤ,～♪
ルルーシュ,楽しそうだな？
カグヤ,はい。合宿が凄く楽しかったうえにルルーシュさまと行きも帰りも一緒になれたんですから
C.C.,こんな坊やのどこが良いんだろうな？なぁ、ルルーシュ
ルルーシュ,黙れ
カグヤ,そういえば、昨夜会長さんとお話ししていたのですが、私とC.C.さん、ユフィさんも生徒会に入れて頂くことになりました！
ルルーシュ,そうなのか
C.C.,私も入れるのか
カグヤ,ですので今後ともよろしくお願いしますね？ルルーシュさま
ルルーシュ,こちらこそよろしく。しかし腕を組むのは・・・
カグヤ,仲を深める為に必要なことですよ
ルルーシュ,そうですか・・・
C.C.,・・・良かったな？モテない男にも優しさを分けてくれる女が居て
ルルーシュ,そうだな。少なくてもお前みたいな疫病神ではないからな
C.C.,ほぉう？疫病神と言ったか・・・
ルルーシュ,事実だろう
C.C.,ならば望み通り祟ってやる
ルルーシュ,おい！お前まで腕を組むな！
C.C.,ふん。このまま呪われろ
カグヤ,C.C.さん。負けませんからね！
C.C.,ふふん。受けてたとう
ルルーシュ,何を言っているんだ。お前らは・・・
C.C.,さぁ、なんだろうな？
カグヤ,あ！駅が見えてきましたよ
ルルーシュ,おっ。丁度電車が来たな
カグヤ,はい！席も空いてます
C.C.,よっと・・・窓際は貰った
ルルーシュ,まったく。少しはお淑やかにしろ
マオ,あ・・・あれは！？間違いない！C.C.！
ルルーシュ,おい、外からお前の名前を叫んでるやつがいるぞ
C.C.,あれは・・・
マオ,会いたかったよC.C.！僕だよ！
C.C.,・・・誰だっけ？
マオ,ひどいな！マオだよ！君に１００万円貸したマオだよ！会いたかったよC.C.！さぁ！１００万円返してよ！
ルルーシュ,おい、お前・・・知らないところで借金していたのか？
C.C.,身に覚えがないな
マオ,C.C.！！
ルルーシュ,窓ガラス叩きはじめたぞ
車内アナウンス,出発します。扉がしまりまーす
マオ,C.C.！！
駅員,ちょっと！お客さん！窓ガラスを叩かないでください！
マオ,おい！触るな！。あ！？C.C.ーッ！
駅員,ちょっと事務室まで来てもらおうか
マオ,は、離せ！離してください・・・
カグヤ,・・・変な人でしたね
ルルーシュ,というか、外から叫んでないで先に車内に入ればよかったのにな。何故そうしなかったのか・・・
C.C.,怖い怖い。危うく詐欺にあうところだっ・・・あっ
ルルーシュ,どうした？
C.C.,思い出した。アイツはマオだ
ルルーシュ,さっき思いっきり名を名乗ってたろうが。聞いてなかったのか？
C.C.,あの変な顔が面白くて魅入ってたら聞き逃していた
ルルーシュ,それで、アイツとはどういう関係なんだ？本当に１００万借りたのか？
C.C.,借りたんじゃない。貰ったんだ
ルルーシュ,どういう事だ？
C.C.,あいつとは留学したときE.U.で会ってな。私にしつこく交際を申し込んできてウンザリしていたんだ
ルルーシュ,ほぅ。とんだ変わり者も居たものだな
C.C.,黙れ
ルルーシュ,それで？そのあとは？
C.C.,ピザ１００万円分おごってくれたら考えてやると言ったら本当に１００万円分用意してきたんだ
カグヤ,凄いですね
C.C.,で、１００万円分も食べたらさすがにあっちのピザに飽きてしまってな。こっちのピザが恋しくなり留学から帰ってきた訳だ
ルルーシュ,突然の帰国にそんな背景があったとはな。それで、お前は約束を破ったのか？
C.C.,いや、約束は守ったさ。約束通り交際するか１秒ほど考えてやったが、交際拒否という結論が出た。それを伝えたら、約束が違う。１００万円返せとゴネてきた
ルルーシュ,当たり前だろう・・・
C.C.,無視して帰ってきたがな。ふふん
ルルーシュ,魔女め・・・
C.C.,美女だ
ルルーシュ,まったく
カグヤ,話は変わるのですが、明日ルルーシュさまはお暇ですか？
ルルーシュ,なぜ？
カグヤ,明日アッシュフォード大学の学園祭があるんですよ！祝日で休みですし、よかったらご一緒しませんか？
ルルーシュ,大学の学園祭か・・・。明日は何も予定ないしな・・・ありえないだろうが、カグヤも１０人の中に入っている可能性もある。ここは行くべきだな。そうだな。じゃあ、一緒に行くか
カグヤ,はい！楽しみにしてますね！
C.C.,私も行くぞ
カグヤ,ルルーシュさまと一緒に居たいのですか
C.C.,それはないが、大学の学園祭に興味がある
カグヤ,あら、でしたらご友人と行けばよろしいのに。私はルルーシュさまと二人っきりになりたいので
C.C.,カグヤ、お前に１つ言っておくことがある
カグヤ,なんですか？前言撤回して素直になりますか？
C.C.,私は友人が居ない
カグヤ,・・・
C.C.,・・・
ルルーシュ,・・・おい！なんだこの微妙な空気は！？
カグヤ,すみませんでした
C.C.,分かればいい
カグヤ,一緒に行きましょうか
C.C.,あぁ
ルルーシュ,やっと帰って来れた。メールだ・・・誰からだ。そういえば約束してたんだったな。それにしても相変わらずシンプルなメールだ。“了解だ”。13時まで後30分か・・・。これと言ってする事もないし、少し早いが行くか
アーニャ,・・・
ルルーシュ,アーニャ！もう着いてたか。待たせたな
アーニャ,いい
ルルーシュ,昼飯はまだだよな？
アーニャ,・・・
ルルーシュ,何が食べたい？
アーニャ,ルルーシュが食べたいもので良い
ルルーシュ,そうか・・・。じゃあ、ハンバーガー屋でも良いか？
アーニャ,問題ない。ちなみにその心は？
ルルーシュ,むかしバイトしていたのをふと思い出したからだ。まぁ、あまり良い思い出は無いがな・・・
アーニャ,知らなかった。いつバイトしていたの？
ルルーシュ,去年だ。他にもホテルマンやアパレル店員、警備員なんかもした
アーニャ,ユーティリティーアルバイター、記録
ルルーシュ,もっとも全部その日限りでクビになってしまったがな。とある人物の妨害によって・・・
アーニャ,前言撤回。戦力外アルバイター、記録
ルルーシュ,ひどいな
アーニャ,私にポテトを食べさせて。あーん・・・
ルルーシュ,仕方ないな。ほら
アーニャ,・・・。今度は私が。あーんして
ルルーシュ,いや、オレは遠慮しておくよ
アーニャ,しなくていい。あーん・・・
ルルーシュ,やめておく
アーニャ,・・・私の事が嫌いなの？
ルルーシュ,なっ！？
アーニャ,・・・
ルルーシュ,そんな訳ないだろう。ぜひ食べさせてくれ
アーニャ,うん。コーネリア戦法はとても有効
ルルーシュ,・・・
アーニャ,美味しい？
ルルーシュ,あぁ
アーニャ,良かった
ルルーシュ,それで、大事な用事って？
アーニャ,昨日の質問の答え。私の事を好きか愛しているか
ルルーシュ,あ、あぁ・・・それか
アーニャ,昨日は言ってなかったけど、私はルルーシュが好き。だから、知りたい
ルルーシュ,アーニャ・・・。卑怯かもしれないが、カレンやシャーリーの時と同じように・・・。そうだな。あえて言うなら、分からないだ
アーニャ,どういうこと？
ルルーシュ,まだ、誰かを異性として好きになったことがないんだ
アーニャ,・・・つまりルルーシュは男が好きなの？
ルルーシュ,おまっ！？それは絶対ない！
アーニャ,焦ってる。怪しい・・・
ルルーシュ,怪しくない！オレは女が好きだ！
アーニャ,異性として意識している相手がいないのに？
ルルーシュ,うっ・・・それは・・・
アーニャ,・・・
ルルーシュ,そんな目でオレを見るな！とにかく！断じて男好きではないぞ！
アーニャ,そう。じゃあ、証拠を見せて
ルルーシュ,証拠？
アーニャ,女が好きなら私にキス出来るはず
ルルーシュ,は！？
アーニャ,どうぞ
ルルーシュ,目を閉じて顔をつきだして・・・何のマネだ・・・！？
アーニャ,ルルーシュが健全な男子であることの証明が必要
ルルーシュ,オレは健全だ！
アーニャ,なら行動で示すべき
ルルーシュ,アーニャ！？
アーニャ,・・・
ルルーシュ,どうする・・・やるか！？いや、しかし・・・ちゃんと交際するまでキスなんてしちゃダメだ！だが、このままでは男好きのレッテルを貼られてしまう・・・！
アーニャ,・・・
ルルーシュ,そんなことになったら、またスザクが暴走するかもしれん！ならば、うまい誤魔化し方を・・・アーニャが納得する可能性のあるセリフは全部で25パターン・・・この中で最も成功率が高いのは・・・ﾌﾞﾂﾌﾞﾂ
アーニャ,・・・もういい
ルルーシュ,アーニャ？
アーニャ,ちょっと遊んでみただけ
ルルーシュ,遊ばれてたのか
アーニャ,チキンのルルーシュがキス出来ない事くらい知ってる
ルルーシュ,ひどい言われようだな
アーニャ,でも事実
ルルーシュ,チキンではなくて誠実なんだ
アーニャ,誠実なら、私の質問にちゃんと答えるべき
ルルーシュ,うっ・・・
アーニャ,・・・
ルルーシュ,・・・シミュレーション３６５でいくか。アーニャ、さっきも言ったがオレの答えは分からないだ
アーニャ,それは卑怯
ルルーシュ,しかし考えてみろ？今までオレとアーニャが積極的に話す機会ってなかなか無かっただろう？
アーニャ,うん・・・
ルルーシュ,だから、まだお互いの事をよく知れてないと思うんだ。オレがアーニャの事を好きか愛しているか分からないのはそれが理由だと思っている
アーニャ,じゃあ、付き合って私の事を今から沢山知れば良い
ルルーシュ,それは飛躍しすぎだ。アーニャもまだオレの事をよく知らないだろう？もしかしたら友達として好きってだけなのかもしれない
アーニャ,それは無いと思うけど
ルルーシュ,そういう可能性もあるという話だ。だから、付き合う前にまずはコミュニケーションの量を増やしてお互いを知るところから始めるべきだと思わないか？
アーニャ,つまり、今までよりも一緒に居てくれるってこと？
ルルーシュ,友達としてだがな
アーニャ,・・・一緒に居られる時間が増えるなら、今はそれで満足する
ルルーシュ,そうか
アーニャ,今からどこか遊びに行きたい
ルルーシュ,あぁ。どこに行きたい？
アーニャ,ゲームセンター
ルルーシュ,ゲーセン？珍しいな。ああいう煩い場所は嫌いだと思っていた
アーニャ,音が大きいのはイヤ。でも、ジノによく誘われて行く。一緒にやりたいものがある
ルルーシュ,分かった。食べ終わったら行こうか
アーニャ,・・・。UFOキャッチャーは得意？
ルルーシュ,昔ナナリーにせがまれて少しやったくらいだな
アーニャ,・・・あの人形はとれそう？
ルルーシュ,ネコか？
アーニャ,そう
ルルーシュ,やってみるか
アーニャ,はずれた・・・
ルルーシュ,アームが弱いな
アーニャ,残念・・・
ルルーシュ,アーニャ。オレに任せておけ
アーニャ,え？
ルルーシュ,こういうのはな。理論で攻めるものだ
アーニャ,どういうこと？
ルルーシュ,今の動きから推察して、アームの圧縮荷重をY、摩擦係数をUと想定し、ヌイグルミの質量をg、摩擦係数をUc、重心座標Xc,Yc,Zc
アーニャ,宇宙と交信してるルルーシュ、記録
ルルーシュ,ここから導き出される解は１つ！アーニャ、オレがヌイグルミを君の手の中へ導こう！
アーニャ,！
ルルーシュ,・・・
アーニャ,凄い真剣な顔・・・カッコイイ
ルルーシュ,条件は全てクリアされた！Goahead！。ふはは！完璧だ！
アーニャ,凄い。アームがヌイグルミをガシっと掴んでる・・・。あ、持ち上げただけで落ちた・・・
ルルーシュ,なんだと！？ふざけるな！オレの理論をよくも！！
アーニャ,落ち着いて、ルルーシュ
ルルーシュ,はっ！・・・すまない、アーニャ。落ち着いたよ
アーニャ,私がやってみる。こう見えてもゲーセンに来るたびにUFOキャッチャーをやってる
ルルーシュ,しっかり掴んで移動してるな
アーニャ,・・・取れた
ルルーシュ,す、凄いな、アーニャ。一発で取るなんて
アーニャ,嬉しい。いつもは５回くらいやらないと取れない
ルルーシュ,・・・学ばないとな。実戦の要は経験か
アーニャ,ルルーシュと一緒にゲーセンに来た記念ヌイグルミ、記録。・・・
ルルーシュ,ん？アーニャもブリタニアVs黒の騎士団に興味あるのか？
アーニャ,ジノに誘われてゲーセンに来るときはコレがメイン
ルルーシュ,そうか
アーニャ,ちなみに私の全国ランキングは６位
ルルーシュ,おい！？それってナイトオブラウンズの称号もちじゃないのか！？
アーニャ,そう
ルルーシュ,それは凄いな・・・一回一緒にやってみるか？
アーニャ,やる
*,おや、ナイトオブシックスのご来店かぁ！
アーニャ,あなたは・・・
ルルーシュ,知り合いか？
アーニャ,うん。彼はブリタニアVs黒の騎士団の全国ランキング１０位、つまりナイトオブテンであり、このゲームセンターの店長でもあるテンさん
ルルーシュ,テンさん・・・
アーニャ,ナイトオブテンのテンなのか店長のテンなのか本名なのか名前の由来は分からないけど、ジノはそう呼んでる
テンさん,誰がテンさんだ。いい加減に私の本名を覚えたらどうだぁ？
アーニャ,どうやら本名ではなかったらしい。興味ないけど
ルルーシュ,そうか
テンさん,お前にナイトメアファイトを申し込む！お前の命-プライド-は私が貰う！どうだ？ナイトオブシックス、通称“ドッカン大砲のアーニャ”
アーニャ,受けて立つ。ナイトオブテン、通称“ブリタニアの吸血鬼・ドリルテンさん”
マオ,おっ！ナイトオブラウンズ同士の対戦が見れるのか。良いときに来たねぇ・・・って！？お前はさっきC.C.と一緒に居た・・・！
ルルーシュ,むっ？お前はさっきの・・・
アーニャ,ルルーシュ、コイツと知り合い？
ルルーシュ,知り合いってほどでもないが・・・コイツを知ってるのか？
アーニャ,こいつは人呼んでハッタリ・マオ
ルルーシュ,ハッタリ魔王？
アーニャ,そう。プレイ中にギャーギャー喚いたりハッタリをかましてミスを誘う卑怯なプレイスタイルからそう名付けられた
ルルーシュ,そうか・・・
マオ,ヒドイ言われようだねぇ。ところで、C.C.はどこだい？
ルルーシュ,知らないな
マオ,そうかい。なら、僕らもこれで対戦して、僕が勝ったらC.C.の居場所を教えるってところで１つどうだい？
ルルーシュ,ならオレが勝ったら、C.C.と１００万円はあきらめるか？
マオ,良いよぉ。こう見えても僕は全国ランキング二桁だからね。それなりに強いよぉ
アーニャ,提案がある。ここはタッグバトルを。私と彼で、あなたとハッタリ・マオとで
テンさん,タッグ？より多くの命-プライド-を奪えるし受けてやろう。おい、私の足を引っ張るなよ
マオ,任せてくださいよぉ
アーニャ,では、席につく。ルルーシュも
ルルーシュ,あぁ
*,おい！ナイトオブラウンズ同士の戦いが見れるぜ！ギャラリー決め込むしかないっしょ！。ドッカン大砲のアーニャさんとドリルテンさんの戦いか！楽しみだな！。面白そうねぇ！久々に帰ってきて良かったわ。ん？あれはルルーシュ・・・？
ルルーシュ,えっと、ブリ黒のカードは・・・あった。これを差し込んで、と
アーニャ,ルルーシュの愛機は蜃気楼？
ルルーシュ,あぁ。アーニャはモルドレッドか
アーニャ,うん
ルルーシュ,後方支援機同士になってしまったな
アーニャ,私たちの絆なら大丈夫
ルルーシュ,そうだな
アーニャ,いつも通りならテンさんの機体はパーシヴァル、ハッタリマオの機体はガレス
ルルーシュ,了解した
テンさん,しつもぉん！お前たちの大切なものはなんだぁ？そう、命-プライド-だぁ！
マオ,同意ですよ
ルルーシュ,オレはそんなに情熱を注いでないし、どうでもいいが・・・
*,ひさしぶり！ルルーシュ。ちょっと相談なんだけどね・・・
ルルーシュ,あ、あなたは・・・！
アーニャ,はじまる
ゲーム音,レディ・・・ゴー！
テンさん,ゲームの真実を知っているか？日常で人を殺せば犯罪になるが、ゲームでは多く殺せば英雄になれる！
アーニャ,そういう言い方は嫌い
*,うふっ。遅いわね
マオ,なっ！？やられた・・・！？そんなバカな！
テンさん,はやいぞ！何やってるんだ！
マオ,蜃気楼・・・なんだあの動きは！？
テンさん,きたなぁ、蜃気楼！お前の命-プライド-、最後の輝き見せてみろぉ！
アーニャ,ルルーシュ、蜃気楼で接近戦特化のパーシヴァルに近づくのは危険
テンさん,さよぉなら！・・・って何！？この私が接近戦で押されているだと・・・
*,ナイトオブテンって言ってもこんなものか。退屈だわ
テンさん,私の命がぁ・・・！
アーニャ,これでトドメ
マオ,またやられた！コストオーバーだ・・・
*,ナイトオブシックスたちの勝利だ！すげぇ！瞬殺だ！。ってか、なんだあの蜃気楼の動き！タダモンじゃねぇぞ！？
ルルーシュ,母上・・・
マリアンヌ,ｼｯ。私がやったことは内緒ね。南の方に行くのは飽きたから今度は北の方に行ってくるわ
ルルーシュ,まだ旅を続けるのですか
マリアンヌ,えぇ。この“閃光のマリアンヌ”を満足させる相手が見つかるまで、ね。時間が惜しいわ。またね、ルルーシュ
アーニャ,ルルーシュってこんなに強かったんだ。ステキ
ルルーシュ,いや、今のは・・・。見えてなかったのか？アーニャ・・・
アーニャ,どういうこと？
ルルーシュ,いや、なんでもない
テンさん,この私がぁ・・・
マオ,くそぉ・・・僕がこんなアッサリと！あんな奴に・・・。僕の１００万円がぁ・・・
ルルーシュ,ここは空気が悪い。行くぞ
アーニャ,うん。最後にプリクラを撮りたい。これが今日のメインイベント
ルルーシュ,分かった
アーニャ,フレームはコレ
ルルーシュ,これだな
アーニャ,撮影が始まる・・・ルルーシュ
ルルーシュ,アーニャ・・・
アーニャ,撮影後のお絵かきも欠かせない
ルルーシュ,アーニャにネコ耳をつけてみた
アーニャ,私はルルーシュと私の間にコレを
ルルーシュ,なんだこれは？噴水？
アーニャ,ひどい。これはハート・・・
ルルーシュ,そのすぐ下のは・・・縦線の間にオレとアーニャの名前が書かれているが・・・
アーニャ,それは傘
ルルーシュ,これは何か意味があるのか？
アーニャ,知らないならいい
ルルーシュ,せっかくだから教えてくれよ
アーニャ,自分で調べて。印刷開始。プリクラは半分こ
ルルーシュ,ありがとう
アーニャ,いい。今日は楽しかった
ルルーシュ,オレもだよ
アーニャ,もっと一緒に居たかったけど、そろそろ交代の時間
ルルーシュ,この後、会長の用事に付き合うんだったか
アーニャ,そう。ちょっと待って・・・
ミレイ,やっほぉーう。アーニャ、用事終わったぁ？
ルルーシュ,会長の声大きいな。ここまで普通に聞こえる
アーニャ,終わった。いまルルーシュに代わる・・・はい
ルルーシュ,あぁ。・・・会長
